folio,ronda,en_encuesta,en_evaluaciones,en_cuestionario_nino,sexo,edad_anios,edad_meses_eval,region,comuna,area,fexp_transversal_enc,fexp_transversal_eval
503861,2017,1,1,1.0,1.0,7.0,87.0,3.0,3101.0,,224.0,227.0
503891,2012,1,1,,1.0,1.0,20.0,3.0,,1.0,159.53994750976562,166.0775604248047
503891,2017,1,1,0.0,1.0,6.0,90.0,3.0,3101.0,,224.0,227.0
503901,2012,1,1,,1.0,1.0,18.0,3.0,,1.0,176.99049377441406,242.65328979492188
503901,2017,1,1,0.0,1.0,6.0,83.0,3.0,3101.0,,261.0,279.0
503911,2012,1,1,,1.0,1.0,16.0,3.0,,1.0,176.99049377441406,242.65328979492188
503911,2017,1,1,0.0,1.0,6.0,80.0,3.0,3101.0,,261.0,279.0
503921,2012,1,0,,1.0,1.0,,3.0,,1.0,176.99049377441406,
503931,2012,1,1,,1.0,1.0,14.0,3.0,,1.0,176.99049377441406,242.65328979492188
503941,2012,1,1,,1.0,1.0,14.0,3.0,,1.0,176.99049377441406,242.65328979492188
503941,2017,1,1,0.0,1.0,6.0,79.0,3.0,3101.0,,261.0,279.0
503961,2012,1,1,,1.0,1.0,10.0,3.0,,1.0,176.99049377441406,242.65328979492188
503961,2017,1,1,0.0,1.0,6.0,75.0,3.0,3101.0,,261.0,279.0
503981,2012,1,1,,1.0,0.0,9.0,3.0,,1.0,176.99049377441406,242.65328979492188
504051,2012,1,1,,2.0,2.0,34.0,3.0,,1.0,177.54017639160156,178.0623779296875
504051,2017,1,1,1.0,2.0,8.0,98.0,3.0,3101.0,,270.0,286.0
504061,2012,1,1,,2.0,2.0,32.0,3.0,,1.0,177.54017639160156,178.0623779296875
504061,2017,1,1,1.0,2.0,8.0,99.0,3.0,3101.0,,270.0,286.0
504071,2012,1,1,,2.0,2.0,32.0,3.0,,1.0,177.54017639160156,178.0623779296875
504071,2017,1,1,1.0,2.0,8.0,97.0,3.0,3101.0,,270.0,286.0
504081,2012,1,1,,2.0,2.0,31.0,3.0,,1.0,159.53994750976562,166.0775604248047
504081,2017,1,1,1.0,2.0,8.0,97.0,3.0,3101.0,,224.0,227.0
504101,2012,1,1,,2.0,2.0,31.0,3.0,,1.0,159.53994750976562,166.0775604248047
504101,2017,1,1,1.0,2.0,8.0,100.0,3.0,3101.0,,224.0,227.0
504131,2012,1,1,,2.0,2.0,28.0,3.0,,1.0,159.53994750976562,166.0775604248047
504131,2017,1,1,1.0,2.0,7.0,95.0,3.0,3101.0,,224.0,227.0
504141,2012,1,1,,2.0,2.0,28.0,3.0,,1.0,159.53994750976562,166.0775604248047
504171,2012,1,1,,2.0,2.0,26.0,3.0,,1.0,159.53994750976562,166.0775604248047
504171,2017,1,1,1.0,2.0,7.0,94.0,3.0,3101.0,,224.0,227.0
504181,2012,1,1,,2.0,1.0,24.0,3.0,,1.0,159.53994750976562,166.0775604248047
504181,2017,1,1,1.0,2.0,7.0,94.0,3.0,3101.0,,224.0,227.0
504191,2012,1,1,,2.0,1.0,20.0,3.0,,1.0,159.53994750976562,166.0775604248047
504191,2017,1,1,1.0,2.0,7.0,86.0,3.0,3101.0,,224.0,227.0
504221,2012,1,0,,2.0,1.0,,3.0,,1.0,176.99049377441406,
504221,2017,1,1,0.0,2.0,6.0,89.0,3.0,3101.0,,261.0,279.0
504251,2012,1,0,,2.0,1.0,,3.0,,1.0,176.99049377441406,
504251,2017,1,0,1.0,2.0,7.0,,3.0,3101.0,,261.0,
504261,2012,1,0,,2.0,1.0,,3.0,,1.0,176.99049377441406,
504261,2017,1,1,0.0,2.0,6.0,84.0,3.0,3101.0,,261.0,279.0
504301,2012,1,1,,2.0,1.0,16.0,3.0,,1.0,176.99049377441406,242.65328979492188
504301,2017,1,1,0.0,2.0,6.0,81.0,3.0,3101.0,,261.0,279.0
504311,2012,1,1,,2.0,1.0,15.0,3.0,,1.0,176.99049377441406,242.65328979492188
504311,2017,1,1,1.0,2.0,7.0,86.0,3.0,3101.0,,261.0,279.0
504321,2012,1,1,,2.0,1.0,14.0,3.0,,1.0,176.99049377441406,242.65328979492188
504331,2012,1,1,,2.0,1.0,13.0,3.0,,1.0,176.99049377441406,242.65328979492188
504331,2017,1,1,0.0,2.0,6.0,80.0,3.0,3101.0,,261.0,279.0
504371,2012,1,1,,2.0,0.0,10.0,3.0,,1.0,176.99049377441406,242.65328979492188
504371,2017,1,1,0.0,2.0,6.0,74.0,3.0,3101.0,,261.0,279.0
504391,2012,1,1,,1.0,2.0,34.0,3.0,,1.0,162.91964721679688,161.87522888183594
504391,2017,1,1,1.0,1.0,8.0,103.0,3.0,3201.0,,290.0,297.0
504401,2012,1,1,,1.0,2.0,33.0,3.0,,1.0,162.91964721679688,161.87522888183594
504421,2012,1,1,,1.0,2.0,30.0,3.0,,1.0,146.40174865722656,150.97991943359375
504421,2017,1,1,1.0,1.0,7.0,97.0,3.0,3201.0,,240.0,236.0
504431,2012,1,1,,1.0,2.0,30.0,3.0,,1.0,146.40174865722656,150.97991943359375
504431,2017,1,1,0.0,1.0,7.0,101.0,3.0,3201.0,,240.0,236.0
504441,2012,1,1,,1.0,2.0,28.0,3.0,,1.0,146.40174865722656,150.97991943359375
504461,2012,1,1,,1.0,2.0,26.0,3.0,,1.0,146.40174865722656,150.97991943359375
504461,2017,1,1,1.0,1.0,7.0,93.0,3.0,3201.0,,240.0,236.0
504471,2012,1,1,,1.0,2.0,26.0,3.0,,1.0,146.40174865722656,150.97991943359375
504481,2012,1,1,,1.0,2.0,25.0,3.0,,1.0,146.40174865722656,150.97991943359375
504481,2017,1,1,1.0,1.0,7.0,92.0,3.0,3201.0,,240.0,236.0
504491,2012,1,1,,1.0,2.0,25.0,3.0,,1.0,146.40174865722656,150.97991943359375
504491,2017,1,1,1.0,1.0,7.0,92.0,3.0,3201.0,,240.0,236.0
504501,2012,1,1,,1.0,1.0,20.0,3.0,,1.0,146.40174865722656,150.97991943359375
504511,2012,1,0,,1.0,1.0,,3.0,,1.0,162.41522216796875,
504511,2017,1,1,1.0,1.0,7.0,85.0,3.0,3201.0,,280.0,289.0
504541,2012,1,1,,1.0,0.0,11.0,3.0,,1.0,162.41522216796875,220.59434509277344
504541,2017,1,1,0.0,1.0,6.0,80.0,3.0,3101.0,,280.0,289.0
504551,2012,1,1,,1.0,0.0,8.0,3.0,,1.0,162.41522216796875,220.59434509277344
504551,2017,1,1,0.0,1.0,6.0,79.0,3.0,3201.0,,280.0,289.0
504581,2012,1,1,,2.0,2.0,32.0,3.0,,1.0,162.91964721679688,161.87522888183594
504581,2017,1,1,1.0,2.0,8.0,98.0,3.0,3201.0,,290.0,297.0
504611,2012,1,1,,2.0,2.0,29.0,3.0,,1.0,146.40174865722656,150.97991943359375
504611,2017,1,1,1.0,2.0,7.0,97.0,3.0,3201.0,,240.0,236.0
504621,2012,1,1,,2.0,2.0,27.0,3.0,,1.0,146.40174865722656,150.97991943359375
504621,2017,1,1,1.0,2.0,7.0,93.0,3.0,3201.0,,240.0,236.0
504631,2012,1,1,,2.0,2.0,24.0,3.0,,2.0,146.40174865722656,150.97991943359375
504651,2012,1,1,,2.0,1.0,22.0,3.0,,1.0,146.40174865722656,150.97991943359375
504651,2017,1,1,1.0,2.0,7.0,89.0,3.0,3101.0,,240.0,236.0
504671,2012,1,0,,2.0,1.0,,3.0,,1.0,162.41522216796875,
504671,2017,1,1,1.0,2.0,7.0,88.0,3.0,3201.0,,280.0,289.0
504681,2012,1,1,,2.0,1.0,17.0,3.0,,1.0,162.41522216796875,220.59434509277344
504681,2017,1,1,0.0,2.0,6.0,84.0,3.0,3201.0,,280.0,289.0
504691,2012,1,1,,2.0,1.0,16.0,3.0,,1.0,162.41522216796875,220.59434509277344
504721,2012,1,1,,2.0,1.0,13.0,3.0,,1.0,162.41522216796875,220.59434509277344
504731,2012,1,1,,2.0,1.0,12.0,3.0,,1.0,162.41522216796875,220.59434509277344
504731,2017,1,1,0.0,2.0,6.0,79.0,3.0,3201.0,,280.0,289.0
504751,2012,1,1,,2.0,0.0,10.0,3.0,,1.0,162.41522216796875,220.59434509277344
504761,2012,1,0,,2.0,0.0,,3.0,,1.0,162.41522216796875,
504761,2017,1,1,0.0,2.0,6.0,77.0,3.0,3201.0,,280.0,289.0
504781,2012,1,1,,1.0,2.0,35.0,4.0,,1.0,118.1535873413086,157.9879913330078
504781,2017,1,1,1.0,1.0,8.0,101.0,4.0,4101.0,,219.0,215.0
504791,2012,1,1,,1.0,2.0,34.0,4.0,,1.0,118.1535873413086,157.9879913330078
504791,2017,1,1,1.0,1.0,8.0,104.0,4.0,4101.0,,219.0,215.0
504801,2012,1,1,,1.0,2.0,34.0,4.0,,1.0,118.1535873413086,157.9879913330078
504811,2012,1,1,,1.0,2.0,31.0,4.0,,1.0,137.83580017089844,161.8285369873047
504811,2017,1,1,1.0,1.0,8.0,99.0,4.0,4101.0,,238.0,235.0
504821,2012,1,1,,1.0,2.0,28.0,4.0,,1.0,137.83580017089844,161.8285369873047
504841,2012,1,1,,1.0,2.0,27.0,4.0,,1.0,137.83580017089844,161.8285369873047
504841,2017,1,1,1.0,1.0,7.0,95.0,4.0,4101.0,,238.0,235.0
504861,2012,1,1,,1.0,2.0,24.0,4.0,,1.0,137.83580017089844,161.8285369873047
504871,2012,1,1,,1.0,2.0,24.0,4.0,,1.0,137.83580017089844,161.8285369873047
504871,2017,1,1,1.0,1.0,7.0,94.0,4.0,4101.0,,238.0,235.0
504891,2012,1,1,,1.0,2.0,25.0,4.0,,1.0,137.83580017089844,161.8285369873047
504891,2017,1,1,1.0,1.0,7.0,92.0,4.0,4102.0,,238.0,235.0
504901,2012,1,1,,1.0,1.0,23.0,4.0,,1.0,137.83580017089844,161.8285369873047
504901,2017,1,1,1.0,1.0,7.0,86.0,4.0,4101.0,,238.0,235.0
504911,2012,1,1,,1.0,1.0,21.0,4.0,,1.0,137.83580017089844,161.8285369873047
504911,2017,1,1,1.0,1.0,7.0,90.0,4.0,4101.0,,238.0,235.0
504921,2012,1,0,,1.0,2.0,,4.0,,1.0,137.83580017089844,
504921,2017,1,1,1.0,1.0,7.0,89.0,4.0,4101.0,,238.0,235.0
504941,2012,1,1,,1.0,1.0,18.0,4.0,,2.0,147.826904296875,169.267578125
504941,2017,1,1,0.0,1.0,7.0,85.0,4.0,4101.0,,254.0,261.0
504961,2012,1,1,,1.0,1.0,15.0,4.0,,1.0,147.826904296875,169.267578125
504961,2017,1,1,1.0,1.0,7.0,85.0,4.0,4106.0,,254.0,261.0
504971,2012,1,1,,1.0,1.0,17.0,4.0,,1.0,147.826904296875,169.267578125
504981,2012,1,1,,1.0,1.0,16.0,4.0,,1.0,147.826904296875,169.267578125
504981,2017,1,1,0.0,1.0,6.0,84.0,4.0,4101.0,,254.0,261.0
505001,2012,1,1,,1.0,1.0,14.0,4.0,,1.0,147.826904296875,169.267578125
505011,2012,1,1,,1.0,1.0,12.0,4.0,,1.0,147.826904296875,169.267578125
505031,2012,1,0,,1.0,1.0,,4.0,,1.0,147.826904296875,
505031,2017,1,1,0.0,1.0,6.0,82.0,4.0,4101.0,,254.0,261.0
505041,2012,1,1,,1.0,1.0,10.0,4.0,,1.0,147.826904296875,169.267578125
505041,2017,1,1,0.0,1.0,6.0,77.0,4.0,4101.0,,254.0,261.0
505051,2012,1,1,,1.0,1.0,8.0,4.0,,1.0,147.826904296875,169.267578125
505051,2017,1,1,0.0,1.0,6.0,76.0,4.0,4101.0,,254.0,261.0
505061,2012,1,1,,1.0,0.0,9.0,4.0,,1.0,147.826904296875,169.267578125
505071,2012,1,1,,1.0,0.0,10.0,4.0,,1.0,147.826904296875,169.267578125
505071,2017,1,1,0.0,1.0,6.0,77.0,2.0,2101.0,,254.0,261.0
505091,2012,1,0,,2.0,3.0,,4.0,,1.0,118.1535873413086,
505091,2017,1,1,1.0,2.0,8.0,104.0,4.0,4101.0,,219.0,215.0
505111,2012,1,1,,2.0,2.0,34.0,4.0,,2.0,118.1535873413086,157.9879913330078
505111,2017,1,1,1.0,2.0,8.0,100.0,4.0,4101.0,,219.0,215.0
505121,2012,1,1,,2.0,3.0,32.0,4.0,,1.0,118.1535873413086,157.9879913330078
505121,2017,1,1,1.0,2.0,8.0,102.0,4.0,4103.0,,219.0,215.0
505131,2012,1,1,,1.0,2.0,31.0,4.0,,2.0,137.83580017089844,161.8285369873047
505131,2017,1,1,1.0,1.0,8.0,101.0,4.0,4101.0,,238.0,235.0
505161,2012,1,0,,2.0,2.0,,4.0,,1.0,137.83580017089844,
505161,2017,1,1,1.0,2.0,8.0,99.0,4.0,4101.0,,238.0,235.0
505171,2012,1,0,,2.0,2.0,,4.0,,1.0,137.83580017089844,
505171,2017,1,1,1.0,2.0,7.0,99.0,4.0,4101.0,,238.0,235.0
505181,2012,1,1,,2.0,2.0,30.0,4.0,,1.0,137.83580017089844,161.8285369873047
505181,2017,1,1,1.0,2.0,7.0,99.0,4.0,4101.0,,238.0,235.0
505191,2012,1,1,,2.0,2.0,31.0,4.0,,1.0,137.83580017089844,161.8285369873047
505221,2012,1,1,,2.0,2.0,26.0,4.0,,1.0,137.83580017089844,161.8285369873047
505221,2017,1,1,1.0,2.0,7.0,93.0,4.0,4101.0,,238.0,235.0
505231,2012,1,1,,2.0,2.0,26.0,4.0,,1.0,137.83580017089844,161.8285369873047
505241,2012,1,1,,2.0,1.0,26.0,4.0,,1.0,137.83580017089844,161.8285369873047
505241,2017,1,1,1.0,2.0,7.0,91.0,4.0,4101.0,,238.0,235.0
505251,2012,1,1,,2.0,1.0,24.0,4.0,,1.0,137.83580017089844,161.8285369873047
505271,2012,1,0,,2.0,1.0,,4.0,,1.0,137.83580017089844,
505291,2012,1,1,,2.0,1.0,22.0,4.0,,1.0,137.83580017089844,161.8285369873047
505291,2017,1,1,0.0,2.0,7.0,88.0,4.0,4101.0,,238.0,235.0
505311,2012,1,0,,2.0,1.0,,4.0,,1.0,147.826904296875,
505321,2012,1,1,,2.0,1.0,20.0,4.0,,1.0,147.826904296875,169.267578125
505341,2012,1,1,,2.0,1.0,19.0,4.0,,1.0,147.826904296875,169.267578125
505351,2012,1,1,,2.0,1.0,16.0,4.0,,1.0,147.826904296875,169.267578125
505351,2017,1,1,1.0,2.0,7.0,86.0,4.0,4101.0,,254.0,261.0
505361,2012,1,1,,2.0,1.0,18.0,4.0,,1.0,147.826904296875,169.267578125
505371,2012,1,1,,2.0,1.0,15.0,4.0,,1.0,147.826904296875,169.267578125
505371,2017,1,1,0.0,2.0,6.0,81.0,4.0,4101.0,,254.0,261.0
505411,2012,1,1,,2.0,0.0,12.0,4.0,,1.0,147.826904296875,169.267578125
505411,2017,1,1,0.0,2.0,6.0,81.0,2.0,2101.0,,254.0,261.0
505431,2012,1,1,,2.0,0.0,12.0,4.0,,1.0,147.826904296875,169.267578125
505431,2017,1,1,0.0,2.0,6.0,79.0,4.0,4101.0,,254.0,261.0
505441,2012,1,1,,2.0,1.0,10.0,4.0,,1.0,147.826904296875,169.267578125
505451,2012,1,1,,2.0,0.0,9.0,4.0,,1.0,147.826904296875,169.267578125
505461,2012,1,1,,2.0,0.0,11.0,4.0,,1.0,147.826904296875,169.267578125
505471,2012,1,1,,1.0,2.0,36.0,4.0,,1.0,153.57310485839844,212.71246337890625
505481,2012,1,0,,1.0,2.0,,4.0,,1.0,153.57310485839844,
505481,2017,1,1,1.0,1.0,8.0,103.0,4.0,4102.0,,253.0,249.0
505491,2012,1,1,,1.0,2.0,36.0,4.0,,1.0,153.57310485839844,212.71246337890625
505491,2017,1,1,1.0,1.0,8.0,103.0,4.0,4102.0,,253.0,249.0
505511,2012,1,1,,1.0,2.0,33.0,4.0,,1.0,153.57310485839844,212.71246337890625
505511,2017,1,1,1.0,1.0,7.0,101.0,4.0,4102.0,,253.0,249.0
505541,2012,1,0,,1.0,2.0,,4.0,,1.0,179.1555633544922,
505561,2012,1,1,,1.0,2.0,29.0,4.0,,1.0,179.1555633544922,217.88330078125
505561,2017,1,1,1.0,1.0,7.0,97.0,4.0,4102.0,,275.0,271.0
505571,2012,1,1,,1.0,2.0,30.0,4.0,,1.0,179.1555633544922,217.88330078125
505571,2017,1,1,1.0,1.0,8.0,97.0,4.0,4101.0,,275.0,271.0
505581,2012,1,1,,1.0,2.0,28.0,4.0,,1.0,179.1555633544922,217.88330078125
505581,2017,1,1,1.0,1.0,7.0,94.0,4.0,4102.0,,275.0,271.0
505591,2012,1,1,,1.0,2.0,26.0,4.0,,1.0,179.1555633544922,217.88330078125
505591,2017,1,1,1.0,1.0,7.0,94.0,4.0,4102.0,,275.0,271.0
505611,2012,1,1,,1.0,1.0,23.0,4.0,,1.0,179.1555633544922,217.88330078125
505621,2012,1,0,,1.0,1.0,,4.0,,1.0,179.1555633544922,
505641,2012,1,1,,1.0,1.0,22.0,4.0,,1.0,179.1555633544922,217.88330078125
505641,2017,1,1,1.0,1.0,7.0,89.0,4.0,4102.0,,275.0,271.0
505661,2012,1,1,,1.0,1.0,20.0,4.0,,1.0,179.1555633544922,217.88330078125
505671,2012,1,1,,1.0,1.0,21.0,4.0,,1.0,179.1555633544922,217.88330078125
505691,2012,1,1,,1.0,1.0,19.0,4.0,,1.0,192.14175415039062,227.89910888671875
505691,2017,1,1,1.0,1.0,7.0,89.0,4.0,4102.0,,294.0,302.0
505701,2012,1,1,,1.0,1.0,21.0,4.0,,1.0,192.14175415039062,227.89910888671875
505701,2017,1,1,1.0,1.0,7.0,88.0,4.0,4102.0,,294.0,302.0
505711,2012,1,1,,1.0,1.0,20.0,4.0,,1.0,192.14175415039062,227.89910888671875
505711,2017,1,1,0.0,1.0,6.0,88.0,4.0,4102.0,,294.0,302.0
505731,2012,1,0,,1.0,1.0,,4.0,,1.0,192.14175415039062,
505731,2017,1,1,0.0,1.0,6.0,86.0,4.0,4102.0,,294.0,302.0
505781,2012,1,1,,1.0,0.0,13.0,4.0,,1.0,192.14175415039062,227.89910888671875
505781,2017,1,1,0.0,1.0,6.0,81.0,4.0,4102.0,,294.0,302.0
505821,2012,1,1,,1.0,0.0,10.0,4.0,,1.0,192.14175415039062,227.89910888671875
505851,2012,1,1,,1.0,0.0,11.0,4.0,,1.0,192.14175415039062,227.89910888671875
505851,2017,1,1,0.0,1.0,6.0,76.0,4.0,4102.0,,294.0,302.0
505861,2012,1,0,,2.0,2.0,,4.0,,1.0,153.57310485839844,
505861,2017,1,1,1.0,2.0,8.0,100.0,4.0,4102.0,,253.0,249.0
505871,2012,1,1,,2.0,2.0,36.0,4.0,,1.0,153.57310485839844,212.71246337890625
505871,2017,1,1,1.0,2.0,8.0,104.0,4.0,4102.0,,253.0,249.0
505891,2012,1,0,,2.0,2.0,,4.0,,1.0,153.57310485839844,
505891,2017,1,1,1.0,2.0,8.0,102.0,4.0,4102.0,,253.0,249.0
505901,2012,1,1,,2.0,2.0,33.0,4.0,,2.0,153.57310485839844,212.71246337890625
505901,2017,1,1,1.0,2.0,8.0,101.0,4.0,4102.0,,253.0,249.0
505911,2012,1,1,,2.0,2.0,32.0,4.0,,1.0,179.1555633544922,217.88330078125
505911,2017,1,1,1.0,2.0,7.0,95.0,4.0,4102.0,,275.0,271.0
505941,2012,1,1,,2.0,2.0,30.0,4.0,,1.0,179.1555633544922,217.88330078125
505941,2017,1,1,1.0,2.0,8.0,99.0,4.0,4102.0,,275.0,271.0
505981,2012,1,1,,2.0,2.0,28.0,4.0,,1.0,179.1555633544922,217.88330078125
505981,2017,1,1,1.0,2.0,8.0,97.0,4.0,4102.0,,275.0,271.0
506001,2012,1,1,,2.0,2.0,26.0,4.0,,1.0,179.1555633544922,217.88330078125
506011,2012,1,1,,2.0,2.0,29.0,4.0,,1.0,179.1555633544922,217.88330078125
506011,2017,1,1,1.0,2.0,7.0,95.0,4.0,4102.0,,275.0,271.0
506031,2012,1,0,,2.0,2.0,,4.0,,1.0,179.1555633544922,
506061,2012,1,1,,2.0,1.0,23.0,4.0,,1.0,179.1555633544922,217.88330078125
506061,2017,1,1,1.0,2.0,7.0,91.0,4.0,4102.0,,275.0,271.0
506071,2012,1,1,,2.0,1.0,22.0,4.0,,1.0,179.1555633544922,217.88330078125
506071,2017,1,1,1.0,2.0,7.0,89.0,4.0,4102.0,,275.0,271.0
506081,2012,1,1,,2.0,1.0,20.0,4.0,,1.0,179.1555633544922,217.88330078125
506091,2012,1,1,,2.0,1.0,21.0,4.0,,1.0,179.1555633544922,217.88330078125
506091,2017,1,1,0.0,2.0,6.0,84.0,4.0,4102.0,,275.0,271.0
506121,2012,1,1,,2.0,1.0,18.0,4.0,,1.0,192.14175415039062,227.89910888671875
506121,2017,1,1,1.0,2.0,7.0,86.0,4.0,4102.0,,294.0,302.0
506141,2012,1,1,,2.0,1.0,16.0,4.0,,1.0,192.14175415039062,227.89910888671875
506141,2017,1,1,0.0,2.0,6.0,84.0,4.0,4102.0,,294.0,302.0
506161,2012,1,1,,2.0,1.0,16.0,4.0,,1.0,192.14175415039062,227.89910888671875
506171,2012,1,1,,2.0,1.0,17.0,4.0,,1.0,192.14175415039062,227.89910888671875
506171,2017,1,1,0.0,2.0,6.0,82.0,4.0,4102.0,,294.0,302.0
506191,2012,1,1,,2.0,1.0,15.0,4.0,,1.0,192.14175415039062,227.89910888671875
506191,2017,1,1,0.0,2.0,6.0,83.0,4.0,4102.0,,294.0,302.0
506201,2012,1,1,,2.0,1.0,12.0,4.0,,1.0,192.14175415039062,227.89910888671875
506211,2012,1,1,,2.0,0.0,13.0,4.0,,1.0,192.14175415039062,227.89910888671875
506261,2012,1,0,,1.0,2.0,,4.0,,2.0,157.5748748779297,
506271,2012,1,1,,1.0,2.0,30.0,4.0,,1.0,157.5748748779297,171.5826416015625
506271,2017,1,1,1.0,1.0,8.0,99.0,4.0,4106.0,,211.0,208.0
506291,2012,1,1,,1.0,2.0,27.0,4.0,,2.0,157.5748748779297,171.5826416015625
506291,2017,1,1,1.0,1.0,7.0,96.0,4.0,4106.0,,211.0,208.0
506301,2012,1,1,,1.0,2.0,26.0,4.0,,1.0,157.5748748779297,171.5826416015625
506301,2017,1,1,0.0,1.0,7.0,93.0,4.0,4106.0,,211.0,208.0
506321,2012,1,1,,1.0,1.0,26.0,4.0,,1.0,157.5748748779297,171.5826416015625
506321,2017,1,1,1.0,1.0,7.0,91.0,4.0,4106.0,,211.0,208.0
506331,2012,1,1,,1.0,2.0,24.0,4.0,,1.0,157.5748748779297,171.5826416015625
506331,2017,1,1,0.0,1.0,7.0,93.0,4.0,4105.0,,211.0,208.0
506341,2012,1,1,,1.0,2.0,25.0,4.0,,2.0,157.5748748779297,171.5826416015625
506351,2012,1,1,,1.0,2.0,21.0,4.0,,1.0,157.5748748779297,171.5826416015625
506351,2017,1,1,1.0,1.0,7.0,86.0,4.0,4106.0,,211.0,208.0
506361,2012,1,1,,1.0,2.0,19.0,4.0,,2.0,168.99676513671875,179.47006225585938
506361,2017,1,1,1.0,1.0,7.0,88.0,4.0,4106.0,,225.0,232.0
506371,2012,1,1,,1.0,1.0,17.0,4.0,,1.0,168.99676513671875,179.47006225585938
506371,2017,1,1,1.0,1.0,7.0,87.0,4.0,4106.0,,225.0,232.0
506391,2012,1,1,,2.0,2.0,36.0,4.0,,2.0,135.0740203857422,167.51060485839844
506391,2017,1,1,1.0,2.0,8.0,104.0,4.0,4106.0,,194.0,191.0
506401,2012,1,1,,2.0,2.0,35.0,4.0,,1.0,135.0740203857422,167.51060485839844
506401,2017,1,1,1.0,2.0,8.0,104.0,4.0,4106.0,,194.0,191.0
506421,2012,1,1,,2.0,2.0,34.0,4.0,,1.0,135.0740203857422,167.51060485839844
506421,2017,1,1,1.0,2.0,8.0,102.0,4.0,4106.0,,194.0,191.0
506441,2012,1,1,,2.0,2.0,29.0,4.0,,2.0,157.5748748779297,171.5826416015625
506441,2017,1,1,1.0,2.0,8.0,98.0,4.0,4106.0,,211.0,208.0
506451,2012,1,1,,2.0,2.0,28.0,4.0,,1.0,157.5748748779297,171.5826416015625
506461,2012,1,1,,2.0,2.0,25.0,4.0,,1.0,157.5748748779297,171.5826416015625
506461,2017,1,1,1.0,2.0,7.0,94.0,4.0,4106.0,,211.0,208.0
506481,2012,1,1,,2.0,1.0,20.0,4.0,,1.0,157.5748748779297,171.5826416015625
506481,2017,1,1,1.0,2.0,7.0,87.0,4.0,4106.0,,211.0,208.0
506491,2012,1,1,,2.0,2.0,20.0,4.0,,2.0,168.99676513671875,179.47006225585938
506491,2017,1,1,1.0,2.0,7.0,88.0,4.0,4106.0,,225.0,232.0
506511,2012,1,0,,2.0,1.0,,4.0,,1.0,168.99676513671875,
506511,2017,1,1,0.0,2.0,6.0,82.0,4.0,4106.0,,225.0,232.0
506581,2012,1,1,,2.0,1.0,11.0,4.0,,2.0,168.99676513671875,179.47006225585938
506581,2017,1,1,0.0,2.0,6.0,78.0,4.0,4106.0,,225.0,232.0
506591,2012,1,1,,2.0,0.0,11.0,4.0,,1.0,168.99676513671875,179.47006225585938
506601,2012,1,1,,2.0,0.0,8.0,4.0,,1.0,168.99676513671875,179.47006225585938
506611,2012,1,0,,1.0,2.0,,4.0,,1.0,133.34254455566406,
506631,2012,1,1,,1.0,2.0,33.0,4.0,,1.0,133.34254455566406,169.9381866455078
506631,2017,1,1,1.0,1.0,7.0,100.0,4.0,4301.0,,202.0,210.0
506641,2012,1,1,,1.0,2.0,32.0,4.0,,1.0,133.34254455566406,169.9381866455078
506641,2017,1,1,0.0,1.0,8.0,99.0,4.0,4301.0,,202.0,210.0
506651,2012,1,1,,1.0,2.0,33.0,4.0,,2.0,155.55496215820312,174.06922912597656
506651,2017,1,1,1.0,1.0,7.0,99.0,4.0,4301.0,,221.0,229.0
506671,2012,1,1,,1.0,2.0,26.0,4.0,,1.0,155.55496215820312,174.06922912597656
506671,2017,1,1,1.0,1.0,7.0,89.0,4.0,4301.0,,221.0,229.0
506691,2012,1,1,,1.0,1.0,22.0,4.0,,1.0,155.55496215820312,174.06922912597656
506711,2012,1,0,,1.0,1.0,,4.0,,1.0,166.83042907714844,
506711,2017,1,0,0.0,1.0,6.0,,4.0,4301.0,,235.0,
506721,2012,1,1,,1.0,1.0,17.0,4.0,,1.0,166.83042907714844,182.07095336914062
506721,2017,1,1,0.0,1.0,6.0,85.0,4.0,4301.0,,235.0,255.0
506741,2012,1,1,,1.0,0.0,10.0,4.0,,1.0,166.83042907714844,182.07095336914062
506741,2017,1,1,0.0,1.0,6.0,75.0,4.0,4301.0,,235.0,255.0
506761,2012,1,1,,1.0,0.0,9.0,4.0,,1.0,166.83042907714844,182.07095336914062
506761,2017,1,1,0.0,1.0,6.0,76.0,4.0,4301.0,,235.0,255.0
506771,2012,1,1,,1.0,0.0,8.0,4.0,,1.0,166.83042907714844,182.07095336914062
506771,2017,1,1,0.0,1.0,6.0,77.0,4.0,4301.0,,235.0,255.0
506781,2012,1,1,,2.0,2.0,35.0,4.0,,1.0,133.34254455566406,169.9381866455078
506781,2017,1,1,1.0,2.0,8.0,100.0,4.0,4301.0,,202.0,210.0
506791,2012,1,0,,2.0,2.0,,4.0,,1.0,133.34254455566406,
506801,2012,1,1,,2.0,2.0,31.0,4.0,,1.0,155.55496215820312,174.06922912597656
506801,2017,1,1,1.0,2.0,8.0,98.0,4.0,4301.0,,221.0,229.0
506821,2012,1,1,,2.0,2.0,29.0,4.0,,1.0,155.55496215820312,174.06922912597656
506821,2017,1,1,1.0,2.0,7.0,96.0,4.0,4301.0,,221.0,229.0
506841,2012,1,1,,2.0,2.0,29.0,4.0,,1.0,155.55496215820312,174.06922912597656
506861,2012,1,1,,2.0,2.0,25.0,4.0,,2.0,155.55496215820312,174.06922912597656
