folio,ronda,en_encuesta,en_evaluaciones,en_cuestionario_nino,sexo,edad_anios,edad_meses_eval,region,comuna,area,fexp_transversal_enc,fexp_transversal_eval
193251,2017,1,1,1.0,2.0,9.0,114.0,7.0,7401.0,,78.0,82.0
193251,2024,1,1,1.0,2.0,15.0,,7.0,7401.0,,62.213022070270064,62.213022070270064
193261,2010,1,1,,2.0,1.0,18.0,7.0,,1.0,54.06693649291992,54.751983642578125
193261,2012,1,1,,2.0,3.0,43.0,7.0,,1.0,67.25572204589844,58.356468200683594
193261,2017,1,1,0.0,2.0,9.0,116.0,7.0,7401.0,,78.0,82.0
193281,2010,1,1,,1.0,1.0,18.0,7.0,,2.0,54.06693649291992,54.751983642578125
193281,2012,1,1,,1.0,3.0,42.0,7.0,,1.0,59.10432815551758,58.356468200683594
193281,2017,1,1,1.0,1.0,9.0,109.0,7.0,7401.0,,78.0,82.0
193281,2024,1,1,1.0,1.0,15.0,,7.0,7401.0,,71.57244405301455,71.57244405301455
193291,2010,1,1,,1.0,1.0,17.0,7.0,,2.0,54.06693649291992,54.751983642578125
193291,2017,1,1,1.0,1.0,9.0,115.0,7.0,7401.0,,78.0,82.0
193311,2010,1,1,,1.0,1.0,17.0,7.0,,1.0,54.06693649291992,54.751983642578125
193311,2012,1,1,,1.0,2.0,42.0,7.0,,1.0,61.07665252685547,58.356468200683594
193311,2017,1,1,1.0,1.0,9.0,109.0,7.0,7401.0,,78.0,82.0
193311,2024,1,1,1.0,1.0,15.0,,7.0,7401.0,,67.63973836107678,67.63973836107678
193321,2010,1,1,,2.0,1.0,17.0,7.0,,1.0,54.06693649291992,54.751983642578125
193321,2012,1,1,,2.0,3.0,41.0,7.0,,1.0,61.07665252685547,58.356468200683594
193321,2017,1,1,1.0,2.0,9.0,109.0,7.0,7401.0,,78.0,82.0
193321,2024,1,1,1.0,2.0,15.0,,7.0,7401.0,,63.838618926924056,63.838618926924056
193341,2010,1,1,,1.0,1.0,17.0,7.0,,2.0,59.36355972290039,60.926456451416016
193341,2012,1,1,,1.0,3.0,42.0,7.0,,1.0,63.05001449584961,63.253238677978516
193371,2010,1,1,,1.0,1.0,16.0,7.0,,1.0,59.36355972290039,60.926456451416016
193371,2012,1,1,,1.0,3.0,40.0,7.0,,1.0,64.1417236328125,63.253238677978516
193371,2017,1,1,1.0,1.0,9.0,113.0,7.0,7402.0,,71.0,72.0
193431,2010,1,1,,1.0,1.0,14.0,7.0,,1.0,59.36355972290039,60.926456451416016
193431,2012,1,1,,1.0,3.0,38.0,7.0,,1.0,66.28214263916016,63.253238677978516
193431,2017,1,1,1.0,1.0,8.0,105.0,7.0,7401.0,,71.0,72.0
193431,2024,1,1,1.0,1.0,15.0,,7.0,7401.0,,68.70345818065628,68.70345818065628
193451,2010,1,1,,1.0,1.0,15.0,7.0,,1.0,59.36355972290039,60.926456451416016
193451,2012,1,1,,1.0,3.0,40.0,7.0,,1.0,64.1417236328125,63.253238677978516
193451,2017,1,1,1.0,1.0,9.0,111.0,7.0,7401.0,,71.0,72.0
193481,2010,1,1,,1.0,1.0,13.0,7.0,,1.0,59.36355972290039,60.926456451416016
193481,2012,1,1,,1.0,3.0,41.0,7.0,,1.0,64.1417236328125,63.253238677978516
193481,2017,1,1,1.0,1.0,8.0,105.0,7.0,7401.0,,71.0,72.0
193481,2024,1,1,1.0,1.0,15.0,,7.0,7401.0,,68.12915481142475,68.12915481142475
193491,2010,1,1,,2.0,1.0,12.0,7.0,,1.0,59.36355972290039,60.926456451416016
193491,2012,1,1,,2.0,4.0,38.0,7.0,,1.0,64.1417236328125,63.253238677978516
193491,2017,1,1,1.0,2.0,8.0,107.0,7.0,7401.0,,71.0,72.0
193491,2024,1,1,1.0,2.0,15.0,,7.0,7401.0,,65.9545092608926,65.9545092608926
193511,2010,1,1,,2.0,1.0,12.0,7.0,,1.0,59.36355972290039,60.926456451416016
193511,2012,1,1,,2.0,3.0,38.0,7.0,,1.0,64.1417236328125,63.253238677978516
193511,2017,1,1,0.0,2.0,8.0,102.0,7.0,7401.0,,71.0,72.0
193511,2024,1,1,1.0,2.0,15.0,,7.0,7401.0,,65.40318480230506,65.40318480230506
193531,2010,1,1,,1.0,0.0,11.0,7.0,,1.0,59.36355972290039,60.926456451416016
193531,2012,1,1,,1.0,3.0,36.0,7.0,,1.0,64.1417236328125,63.253238677978516
193531,2017,1,1,1.0,1.0,8.0,104.0,7.0,7401.0,,71.0,72.0
193531,2024,1,1,1.0,1.0,15.0,,7.0,7401.0,,66.39430305915359,66.39430305915359
193541,2010,1,1,,1.0,0.0,11.0,7.0,,1.0,59.36355972290039,60.926456451416016
193541,2012,1,1,,1.0,3.0,39.0,7.0,,1.0,64.1417236328125,63.253238677978516
193541,2017,1,1,1.0,1.0,8.0,104.0,7.0,7401.0,,71.0,72.0
193581,2010,1,1,,2.0,0.0,10.0,7.0,,1.0,59.36355972290039,60.926456451416016
193581,2012,1,1,,2.0,2.0,35.0,7.0,,1.0,64.1417236328125,63.253238677978516
193601,2010,1,1,,1.0,0.0,10.0,7.0,,1.0,59.36355972290039,60.926456451416016
193601,2012,1,1,,1.0,2.0,34.0,7.0,,1.0,64.1417236328125,63.253238677978516
193601,2017,1,1,1.0,1.0,8.0,105.0,7.0,7401.0,,71.0,72.0
193601,2024,1,1,1.0,1.0,15.0,,7.0,7401.0,,73.23535580795526,73.23535580795526
193611,2010,1,1,,1.0,0.0,10.0,7.0,,1.0,59.36355972290039,60.926456451416016
193611,2012,1,1,,1.0,2.0,36.0,7.0,,2.0,64.1417236328125,63.253238677978516
193671,2010,1,1,,2.0,4.0,52.0,7.0,,1.0,58.54048538208008,60.35968780517578
193671,2012,1,1,,2.0,6.0,76.0,7.0,,1.0,63.215633392333984,64.73287963867188
193671,2017,1,1,0.0,2.0,11.0,145.0,7.0,7403.0,,77.0,80.0
193671,2024,1,1,1.0,2.0,18.0,,7.0,7403.0,,98.63721338209756,98.63721338209756
193681,2010,1,1,,2.0,4.0,52.0,7.0,,2.0,58.54048538208008,60.35968780517578
193681,2012,1,1,,2.0,6.0,78.0,7.0,,2.0,62.139686584472656,64.73287963867188
193681,2017,1,1,1.0,2.0,12.0,144.0,7.0,7403.0,,77.0,80.0
193681,2024,1,1,1.0,2.0,18.0,,7.0,7403.0,,91.74323975464722,91.74323975464722
193691,2010,1,1,,1.0,4.0,52.0,7.0,,1.0,58.54048538208008,60.35968780517578
193691,2012,1,1,,1.0,6.0,76.0,7.0,,1.0,62.139686584472656,64.73287963867188
193691,2024,1,1,1.0,1.0,18.0,,7.0,7403.0,,117.80786619824129,117.80786619824129
193701,2010,1,1,,2.0,4.0,51.0,7.0,,1.0,58.54048538208008,60.35968780517578
193701,2012,1,1,,2.0,6.0,77.0,7.0,,1.0,62.139686584472656,64.73287963867188
193701,2017,1,1,0.0,2.0,12.0,147.0,7.0,7403.0,,77.0,80.0
193701,2024,1,1,1.0,2.0,18.0,,7.0,7403.0,,94.61283703619529,94.61283703619529
193711,2010,1,1,,2.0,4.0,52.0,7.0,,2.0,58.54048538208008,60.35968780517578
193711,2012,1,1,,2.0,6.0,77.0,7.0,,2.0,62.139686584472656,64.73287963867188
193711,2017,1,1,0.0,2.0,11.0,143.0,7.0,7403.0,,77.0,80.0
193711,2024,1,1,1.0,2.0,18.0,,7.0,7403.0,,98.63721338209756,98.63721338209756
193721,2010,1,1,,1.0,4.0,51.0,7.0,,1.0,58.54048538208008,60.35968780517578
193721,2024,1,1,1.0,1.0,18.0,,7.0,7403.0,,106.45877941591748,106.45877941591748
193741,2010,1,1,,1.0,4.0,50.0,7.0,,1.0,58.54048538208008,60.35968780517578
193761,2010,1,1,,2.0,4.0,51.0,7.0,,2.0,58.54048538208008,60.35968780517578
193761,2012,1,1,,2.0,6.0,76.0,7.0,,2.0,62.139686584472656,64.73287963867188
193791,2010,1,1,,2.0,4.0,49.0,7.0,,2.0,58.54048538208008,60.35968780517578
193791,2012,1,1,,2.0,6.0,75.0,7.0,,2.0,62.139686584472656,64.73287963867188
193791,2017,1,1,1.0,2.0,12.0,145.0,7.0,7101.0,,77.0,80.0
193811,2010,1,0,,1.0,4.0,,7.0,,1.0,58.54048538208008,
193811,2012,1,1,,1.0,6.0,74.0,7.0,,1.0,63.215633392333984,64.73287963867188
193811,2017,1,1,0.0,1.0,12.0,146.0,7.0,7403.0,,77.0,80.0
193811,2024,1,1,1.0,1.0,18.0,,7.0,7403.0,,102.115284917189,102.115284917189
193841,2010,1,1,,2.0,4.0,49.0,7.0,,2.0,58.54048538208008,60.35968780517578
193841,2012,1,1,,2.0,6.0,75.0,7.0,,2.0,62.139686584472656,64.73287963867188
193861,2010,1,1,,1.0,4.0,48.0,7.0,,2.0,58.54048538208008,60.35968780517578
193861,2012,1,1,,1.0,6.0,74.0,7.0,,2.0,62.139686584472656,64.73287963867188
193861,2017,1,1,1.0,1.0,11.0,143.0,7.0,7403.0,,77.0,80.0
193871,2010,1,1,,2.0,4.0,48.0,7.0,,2.0,58.54048538208008,60.35968780517578
193871,2012,1,1,,2.0,6.0,73.0,7.0,,2.0,62.139686584472656,64.73287963867188
193891,2010,1,1,,2.0,4.0,48.0,7.0,,2.0,58.54048538208008,60.35968780517578
193891,2012,1,1,,2.0,6.0,73.0,7.0,,1.0,62.139686584472656,64.73287963867188
193891,2017,1,1,0.0,2.0,11.0,142.0,7.0,7403.0,,77.0,80.0
193891,2024,1,1,1.0,2.0,18.0,,7.0,7403.0,,92.51861704283627,92.51861704283627
193911,2010,1,1,,1.0,3.0,47.0,7.0,,2.0,58.54048538208008,60.35968780517578
193911,2012,1,1,,1.0,6.0,73.0,7.0,,2.0,62.139686584472656,64.73287963867188
193911,2017,1,1,0.0,1.0,11.0,142.0,7.0,7403.0,,77.0,80.0
193911,2024,1,1,1.0,1.0,18.0,,7.0,7403.0,,96.4901525820419,96.4901525820419
193941,2010,1,1,,2.0,3.0,46.0,7.0,,1.0,58.54048538208008,60.35968780517578
193941,2012,1,1,,2.0,5.0,72.0,7.0,,1.0,67.99502563476562,64.73287963867188
193941,2017,1,1,0.0,2.0,11.0,138.0,7.0,7403.0,,77.0,80.0
193941,2024,1,1,1.0,2.0,18.0,,7.0,7403.0,,91.50792505563867,91.50792505563867
193951,2010,1,1,,2.0,3.0,46.0,7.0,,1.0,58.54048538208008,60.35968780517578
193951,2012,1,1,,2.0,5.0,72.0,7.0,,1.0,65.28211975097656,64.73287963867188
193951,2017,1,1,1.0,2.0,11.0,137.0,7.0,7403.0,,77.0,80.0
193971,2010,1,1,,2.0,3.0,46.0,7.0,,2.0,58.54048538208008,60.35968780517578
193971,2012,1,1,,2.0,5.0,72.0,7.0,,2.0,62.139686584472656,64.73287963867188
193971,2017,1,1,1.0,2.0,11.0,139.0,7.0,7403.0,,77.0,80.0
193981,2010,1,1,,2.0,3.0,46.0,7.0,,2.0,58.54048538208008,60.35968780517578
193981,2012,1,1,,2.0,5.0,72.0,7.0,,2.0,62.139686584472656,64.73287963867188
193981,2017,1,1,0.0,2.0,11.0,137.0,7.0,7403.0,,77.0,80.0
193981,2024,1,1,1.0,2.0,17.0,,7.0,7403.0,,92.51861704283627,92.51861704283627
193991,2010,1,1,,1.0,3.0,46.0,7.0,,2.0,58.54048538208008,60.35968780517578
193991,2012,1,1,,1.0,5.0,71.0,7.0,,2.0,62.139686584472656,64.73287963867188
193991,2017,1,1,0.0,1.0,11.0,140.0,7.0,7403.0,,77.0,80.0
193991,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,106.45877941591748,106.45877941591748
194011,2010,1,0,,2.0,3.0,,7.0,,1.0,58.54048538208008,
194011,2012,1,0,,2.0,5.0,,7.0,,2.0,65.32515716552734,
194021,2010,1,1,,1.0,3.0,45.0,7.0,,1.0,58.54048538208008,60.35968780517578
194021,2017,1,1,0.0,1.0,11.0,139.0,7.0,7403.0,,77.0,80.0
194021,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,117.36148311036477,117.36148311036477
194031,2010,1,1,,1.0,3.0,45.0,7.0,,2.0,58.54048538208008,60.35968780517578
194031,2012,1,1,,1.0,5.0,71.0,7.0,,2.0,62.139686584472656,64.73287963867188
194031,2017,1,1,0.0,1.0,11.0,136.0,7.0,7403.0,,77.0,80.0
194041,2010,1,1,,1.0,3.0,45.0,7.0,,2.0,58.54048538208008,60.35968780517578
194041,2012,1,1,,1.0,5.0,70.0,7.0,,2.0,62.139686584472656,64.73287963867188
194041,2017,1,1,0.0,1.0,11.0,139.0,7.0,7403.0,,77.0,80.0
194041,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,99.85500102760096,99.85500102760096
194051,2010,1,1,,2.0,3.0,44.0,7.0,,1.0,58.54048538208008,60.35968780517578
194051,2012,1,1,,2.0,5.0,69.0,7.0,,2.0,63.215633392333984,64.73287963867188
194051,2017,1,1,1.0,2.0,11.0,138.0,7.0,7403.0,,77.0,80.0
194051,2024,1,1,1.0,2.0,17.0,,7.0,7403.0,,91.74323975464722,91.74323975464722
194091,2010,1,1,,2.0,3.0,44.0,7.0,,1.0,58.54048538208008,60.35968780517578
194091,2012,1,1,,2.0,5.0,70.0,7.0,,2.0,62.139686584472656,64.73287963867188
194091,2017,1,1,1.0,2.0,11.0,138.0,7.0,7403.0,,77.0,80.0
194091,2024,1,1,1.0,2.0,17.0,,7.0,7403.0,,94.61283703619529,94.61283703619529
194101,2010,1,1,,1.0,3.0,44.0,7.0,,1.0,58.54048538208008,60.35968780517578
194101,2012,1,1,,1.0,5.0,69.0,7.0,,2.0,63.215633392333984,64.73287963867188
194101,2017,1,1,0.0,1.0,11.0,135.0,7.0,7403.0,,77.0,80.0
194111,2010,1,1,,2.0,3.0,43.0,7.0,,2.0,58.54048538208008,60.35968780517578
194111,2012,1,1,,2.0,5.0,69.0,7.0,,2.0,62.139686584472656,64.73287963867188
194111,2017,1,1,1.0,2.0,11.0,136.0,7.0,7403.0,,77.0,80.0
194111,2024,1,1,1.0,2.0,17.0,,7.0,7403.0,,89.40098526137132,89.40098526137132
194151,2010,1,1,,2.0,3.0,42.0,7.0,,2.0,58.54048538208008,60.35968780517578
194151,2012,1,1,,2.0,5.0,68.0,7.0,,2.0,62.139686584472656,64.73287963867188
194151,2024,1,1,1.0,2.0,17.0,,7.0,7403.0,,94.61283703619529,94.61283703619529
194161,2010,1,1,,2.0,3.0,42.0,7.0,,1.0,58.54048538208008,60.35968780517578
194161,2012,1,1,,2.0,5.0,68.0,7.0,,1.0,65.32515716552734,64.73287963867188
194171,2010,1,1,,1.0,3.0,43.0,7.0,,2.0,58.54048538208008,60.35968780517578
194171,2012,1,1,,1.0,5.0,68.0,7.0,,2.0,62.139686584472656,64.73287963867188
194171,2017,1,1,0.0,1.0,11.0,136.0,7.0,7403.0,,77.0,80.0
194171,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,93.72890479472231,93.72890479472231
194181,2010,1,1,,2.0,3.0,42.0,7.0,,2.0,58.54048538208008,60.35968780517578
194181,2012,1,1,,2.0,5.0,67.0,7.0,,2.0,62.139686584472656,64.73287963867188
194181,2017,1,1,0.0,2.0,11.0,136.0,7.0,7403.0,,77.0,80.0
194181,2024,1,1,1.0,2.0,17.0,,7.0,7403.0,,92.51861704283627,92.51861704283627
194211,2010,1,1,,2.0,3.0,42.0,7.0,,2.0,58.54048538208008,60.35968780517578
194211,2017,1,1,0.0,2.0,11.0,134.0,7.0,7403.0,,77.0,80.0
194251,2010,1,1,,1.0,3.0,41.0,7.0,,1.0,57.487327575683594,58.384490966796875
194251,2012,1,1,,1.0,5.0,67.0,7.0,,1.0,63.09524154663086,64.48107147216797
194251,2017,1,1,0.0,1.0,11.0,135.0,7.0,7403.0,,67.0,71.0
194271,2010,1,1,,1.0,3.0,41.0,7.0,,2.0,57.487327575683594,58.384490966796875
194271,2012,1,1,,1.0,5.0,67.0,7.0,,2.0,62.02134704589844,64.48107147216797
194271,2017,1,1,0.0,1.0,10.0,132.0,7.0,7403.0,,67.0,71.0
194271,2024,1,1,1.0,1.0,17.0,,7.0,7407.0,,93.58966839669371,93.58966839669371
194291,2010,1,1,,1.0,3.0,39.0,7.0,,2.0,57.487327575683594,58.384490966796875
194291,2012,1,1,,1.0,5.0,65.0,7.0,,2.0,62.02134704589844,64.48107147216797
194291,2017,1,1,1.0,1.0,10.0,132.0,7.0,7403.0,,67.0,71.0
194291,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,88.81821789614067,88.81821789614067
194301,2010,1,1,,1.0,3.0,39.0,7.0,,1.0,57.487327575683594,58.384490966796875
194301,2012,1,1,,1.0,5.0,64.0,7.0,,1.0,63.09524154663086,64.48107147216797
194301,2017,1,1,1.0,1.0,10.0,131.0,7.0,7401.0,,67.0,71.0
194301,2024,1,1,1.0,1.0,17.0,,7.0,7401.0,,88.81821789614067,88.81821789614067
194311,2010,1,1,,1.0,3.0,39.0,7.0,,1.0,57.487327575683594,58.384490966796875
194311,2012,1,1,,1.0,5.0,63.0,7.0,,1.0,63.09524154663086,64.48107147216797
194311,2017,1,1,0.0,1.0,10.0,130.0,7.0,7403.0,,67.0,71.0
194311,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,94.6233529423274,94.6233529423274
194321,2010,1,1,,1.0,3.0,40.0,7.0,,2.0,57.487327575683594,58.384490966796875
194321,2012,1,1,,1.0,5.0,65.0,7.0,,2.0,62.02134704589844,64.48107147216797
194321,2017,1,1,0.0,1.0,10.0,132.0,7.0,7403.0,,67.0,71.0
194321,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,100.88114320581019,100.88114320581019
194351,2010,1,1,,1.0,3.0,39.0,7.0,,2.0,57.487327575683594,58.384490966796875
194371,2010,1,1,,1.0,3.0,38.0,7.0,,2.0,57.487327575683594,58.384490966796875
194371,2012,1,1,,1.0,5.0,64.0,7.0,,2.0,62.02134704589844,64.48107147216797
194371,2017,1,1,0.0,1.0,11.0,133.0,7.0,7403.0,,67.0,71.0
194381,2010,1,1,,1.0,3.0,37.0,7.0,,1.0,57.487327575683594,58.384490966796875
194381,2012,1,1,,1.0,5.0,63.0,7.0,,1.0,71.08238220214844,64.48107147216797
194381,2017,1,1,1.0,1.0,10.0,130.0,7.0,7403.0,,67.0,71.0
194391,2010,1,1,,1.0,3.0,39.0,7.0,,2.0,57.487327575683594,58.384490966796875
194391,2012,1,1,,1.0,5.0,65.0,7.0,,2.0,63.09524154663086,64.48107147216797
194391,2017,1,1,1.0,1.0,11.0,135.0,7.0,7403.0,,67.0,71.0
194391,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,94.6233529423274,94.6233529423274
194401,2010,1,1,,2.0,3.0,38.0,7.0,,2.0,57.487327575683594,58.384490966796875
194401,2012,1,1,,2.0,5.0,63.0,7.0,,2.0,63.09524154663086,64.48107147216797
194411,2010,1,1,,2.0,3.0,38.0,7.0,,2.0,57.487327575683594,58.384490966796875
194411,2012,1,1,,2.0,5.0,65.0,7.0,,2.0,62.02134704589844,64.48107147216797
194411,2017,1,1,0.0,2.0,10.0,132.0,7.0,7403.0,,67.0,71.0
194411,2024,1,1,1.0,2.0,17.0,,7.0,7403.0,,86.21402981352932,86.21402981352932
194431,2010,1,1,,2.0,3.0,38.0,7.0,,1.0,57.487327575683594,58.384490966796875
194431,2012,1,1,,2.0,5.0,63.0,7.0,,2.0,62.02134704589844,64.48107147216797
194431,2024,1,1,1.0,2.0,17.0,,7.0,7403.0,,86.21402981352932,86.21402981352932
194451,2010,1,1,,2.0,3.0,37.0,7.0,,1.0,57.487327575683594,58.384490966796875
194451,2012,1,1,,2.0,5.0,63.0,7.0,,2.0,63.09524154663086,64.48107147216797
194451,2017,1,1,1.0,2.0,10.0,128.0,7.0,7403.0,,67.0,71.0
194461,2010,1,1,,2.0,3.0,36.0,7.0,,2.0,57.487327575683594,58.384490966796875
194461,2012,1,1,,2.0,5.0,62.0,7.0,,2.0,62.02134704589844,64.48107147216797
194461,2017,1,1,1.0,2.0,10.0,131.0,7.0,7403.0,,67.0,71.0
194481,2010,1,1,,1.0,2.0,35.0,7.0,,1.0,57.487327575683594,58.384490966796875
194481,2012,1,1,,1.0,5.0,61.0,7.0,,1.0,63.09524154663086,64.48107147216797
194481,2024,1,1,1.0,1.0,17.0,,8.0,8301.0,,112.81907280368044,112.81907280368044
194511,2010,1,1,,2.0,2.0,35.0,7.0,,1.0,57.487327575683594,58.384490966796875
194511,2012,1,1,,2.0,4.0,60.0,7.0,,1.0,63.09524154663086,64.48107147216797
194511,2017,1,1,1.0,2.0,10.0,125.0,7.0,7401.0,,67.0,71.0
194511,2024,1,1,1.0,2.0,16.0,,7.0,7401.0,,81.46483553531029,81.46483553531029
194521,2010,1,1,,2.0,2.0,35.0,7.0,,1.0,57.487327575683594,58.384490966796875
194521,2017,1,1,1.0,2.0,10.0,128.0,7.0,7403.0,,67.0,71.0
194541,2010,1,1,,1.0,2.0,35.0,7.0,,2.0,57.487327575683594,58.384490966796875
194541,2012,1,1,,1.0,5.0,62.0,7.0,,2.0,62.02134704589844,64.48107147216797
194541,2017,1,1,1.0,1.0,10.0,129.0,7.0,7403.0,,67.0,71.0
194541,2024,1,1,1.0,1.0,17.0,,7.0,7403.0,,93.58966839669371,93.58966839669371
194571,2010,1,1,,2.0,2.0,34.0,7.0,,1.0,57.487327575683594,58.384490966796875
194571,2012,1,1,,2.0,4.0,59.0,7.0,,1.0,63.09524154663086,64.48107147216797
194571,2017,1,1,0.0,2.0,10.0,125.0,7.0,7403.0,,67.0,71.0
194571,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,81.46483553531029,81.46483553531029
194621,2010,1,1,,2.0,2.0,34.0,7.0,,2.0,57.487327575683594,58.384490966796875
194621,2012,1,1,,2.0,4.0,59.0,7.0,,2.0,62.02134704589844,64.48107147216797
194621,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,99.46298340077175,99.46298340077175
194631,2010,1,1,,2.0,2.0,34.0,7.0,,2.0,57.487327575683594,58.384490966796875
194631,2012,1,1,,2.0,4.0,59.0,7.0,,2.0,62.02134704589844,64.48107147216797
194631,2017,1,0,1.0,2.0,10.0,,7.0,7403.0,,67.0,
194661,2010,1,1,,2.0,2.0,33.0,7.0,,1.0,57.487327575683594,58.384490966796875
194661,2012,1,1,,2.0,4.0,57.0,7.0,,1.0,63.09524154663086,64.48107147216797
194661,2017,1,1,1.0,2.0,10.0,122.0,7.0,7401.0,,67.0,71.0
194661,2024,1,1,1.0,2.0,16.0,,7.0,7401.0,,83.59916746150449,83.59916746150449
194671,2010,1,1,,2.0,2.0,32.0,7.0,,1.0,57.487327575683594,58.384490966796875
194671,2012,1,1,,2.0,4.0,57.0,7.0,,1.0,63.09524154663086,64.48107147216797
194671,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,99.46298340077175,99.46298340077175
194691,2010,1,1,,1.0,2.0,32.0,7.0,,2.0,57.487327575683594,58.384490966796875
194691,2012,1,1,,1.0,4.0,57.0,7.0,,2.0,62.02134704589844,64.48107147216797
194701,2010,1,1,,2.0,2.0,32.0,7.0,,1.0,57.487327575683594,58.384490966796875
194701,2012,1,1,,2.0,4.0,58.0,7.0,,2.0,65.15779113769531,64.48107147216797
194701,2017,1,1,0.0,2.0,10.0,130.0,7.0,7408.0,,67.0,71.0
194701,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,83.59916746150449,83.59916746150449
194721,2010,1,1,,2.0,2.0,32.0,7.0,,2.0,57.487327575683594,58.384490966796875
194721,2012,1,1,,2.0,4.0,57.0,7.0,,2.0,62.02134704589844,64.48107147216797
194721,2017,1,1,0.0,2.0,10.0,123.0,7.0,7403.0,,67.0,71.0
194721,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,83.59916746150449,83.59916746150449
194751,2010,1,1,,2.0,2.0,31.0,7.0,,1.0,57.487327575683594,58.384490966796875
194751,2012,1,1,,2.0,4.0,56.0,7.0,,1.0,63.09524154663086,64.48107147216797
194751,2017,1,1,0.0,2.0,10.0,126.0,7.0,7403.0,,67.0,71.0
194761,2010,1,1,,1.0,2.0,30.0,7.0,,1.0,57.487327575683594,58.384490966796875
194761,2012,1,1,,1.0,4.0,55.0,7.0,,1.0,65.20074462890625,64.48107147216797
194761,2017,1,1,0.0,1.0,10.0,123.0,7.0,7403.0,,67.0,71.0
194841,2010,1,1,,2.0,2.0,29.0,7.0,,2.0,57.487327575683594,58.384490966796875
194841,2017,1,1,0.0,2.0,10.0,121.0,7.0,7403.0,,67.0,71.0
194841,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,105.3366204863729,105.3366204863729
194851,2010,1,1,,1.0,2.0,29.0,7.0,,2.0,57.487327575683594,58.384490966796875
194851,2012,1,1,,1.0,4.0,54.0,7.0,,2.0,62.02134704589844,64.48107147216797
194851,2017,1,1,0.0,1.0,10.0,120.0,7.0,7403.0,,67.0,71.0
194851,2024,1,1,1.0,1.0,16.0,,7.0,7401.0,,100.88114320581019,100.88114320581019
194861,2010,1,1,,1.0,2.0,29.0,7.0,,2.0,54.2948112487793,55.83473205566406
194861,2012,1,1,,1.0,4.0,54.0,7.0,,2.0,58.343223571777344,61.76614761352539
194861,2017,1,1,0.0,1.0,10.0,122.0,7.0,7403.0,,69.0,73.0
194881,2010,1,1,,1.0,2.0,29.0,7.0,,2.0,54.2948112487793,55.83473205566406
194881,2012,1,1,,1.0,4.0,54.0,7.0,,2.0,59.353431701660156,61.76614761352539
194881,2017,1,1,0.0,1.0,10.0,122.0,7.0,7403.0,,69.0,73.0
194881,2024,1,1,1.0,1.0,16.0,,7.0,7403.0,,90.16903831017264,90.16903831017264
194891,2010,1,1,,2.0,2.0,28.0,7.0,,2.0,54.2948112487793,55.83473205566406
194891,2012,1,1,,2.0,4.0,54.0,7.0,,2.0,58.343223571777344,61.76614761352539
194891,2017,1,1,0.0,2.0,9.0,119.0,7.0,7403.0,,69.0,73.0
194891,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,77.84675947060205,77.84675947060205
194941,2010,1,1,,2.0,2.0,27.0,7.0,,2.0,54.2948112487793,55.83473205566406
194941,2012,1,1,,2.0,4.0,52.0,7.0,,2.0,58.343223571777344,61.76614761352539
194941,2017,1,1,0.0,2.0,9.0,121.0,7.0,7403.0,,69.0,73.0
194941,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,77.84675947060205,77.84675947060205
194971,2010,1,0,,2.0,2.0,,7.0,,1.0,54.2948112487793,
194971,2024,1,1,1.0,2.0,16.0,,7.0,7403.0,,82.93480291866247,82.93480291866247
194981,2010,1,1,,1.0,2.0,26.0,7.0,,1.0,54.2948112487793,55.83473205566406
194981,2012,1,1,,1.0,4.0,52.0,7.0,,2.0,61.33407211303711,61.76614761352539
194981,2017,1,1,0.0,1.0,9.0,118.0,7.0,7403.0,,69.0,73.0
194991,2010,1,1,,1.0,2.0,26.0,7.0,,1.0,54.2948112487793,55.83473205566406
194991,2012,1,1,,1.0,4.0,51.0,7.0,,1.0,59.353431701660156,61.76614761352539
194991,2017,1,1,0.0,1.0,9.0,123.0,7.0,7403.0,,69.0,73.0
194991,2024,1,1,1.0,1.0,16.0,,7.0,7403.0,,89.18401359378274,89.18401359378274
195001,2010,1,1,,2.0,2.0,26.0,7.0,,2.0,54.2948112487793,55.83473205566406
195001,2012,1,1,,2.0,4.0,51.0,7.0,,2.0,58.343223571777344,61.76614761352539
195001,2017,1,1,0.0,2.0,9.0,118.0,7.0,7403.0,,69.0,73.0
195001,2024,1,1,1.0,2.0,16.0,,7.0,7404.0,,82.93480291866247,82.93480291866247
195021,2010,1,1,,1.0,2.0,25.0,7.0,,2.0,54.2948112487793,55.83473205566406
