folio,en_2010,en_eval_2010,en_2012,en_eval_2012,en_2017,en_eval_2017,en_2024,en_eval_2024,n_rondas,patron_participacion,muestra_origen,sexo,sexo_consistente,muestra_2012,fexp_encP_2012,fexp_testP_2012,espanel_2017,fexp_hogP_2017,fexp_encP_2017,fexp_evaP_2017,fexp_encP_1217_2017,fexp_evaP_1217_2017,fexp_encP_1017_2017,fexp_evaP_1017_2017,f_exp_1024,f_exp_101224,f_exp_101724,f_exp_10121724
319961,1,1,0,0,0,0,0,0,1,1000,original_2010,2.0,1,,,,,,,,,,,,,,,
319981,1,1,1,0,1,1,1,1,4,1111,original_2010,1.0,1,1.0,60.9669303894043,,1.0,24.18145179748535,96.7258071899414,,95.56598663330078,,89.12317657470703,105.12995910644531,86.56411282611747,127.79442019066963,105.42720857664581,140.08506446873693
319991,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.433929443359375,66.25959777832031,1.0,91.55021667480469,91.55021667480469,109.65899658203125,90.45245361328125,104.94835662841797,84.40562438964844,94.6125717163086,78.07683855403005,109.5317344808579,82.70551882772159,109.51564193001019
320011,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,63.28615951538086,74.06609344482422,1.0,104.00838470458984,104.00838470458984,153.0994415283203,102.76124572753906,146.52272033691406,94.70558166503906,105.12995910644531,119.7866101629447,141.87392346907555,129.57654421180524,158.77437901149918
320021,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.433929443359375,66.25959777832031,1.0,47.13808059692383,94.27616119384766,117.41576385498047,93.14571380615234,112.37191009521484,89.12317657470703,101.91270446777344,83.9802824846462,121.48656218427266,92.52462555688696,140.08506446873693
320031,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,63.28615951538086,74.06609344482422,1.0,104.00838470458984,104.00838470458984,126.40889739990234,102.76124572753906,120.97872924804688,94.70558166503906,105.12995910644531,114.86811865878396,143.41916122644975,129.16494308084032,156.69449299088936
320041,1,1,0,0,0,0,1,1,2,1001,original_2010,2.0,1,,,,,,,,,,,,89.67454032877886,,,
320051,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,59.82069778442383,66.5317153930664,1.0,96.7258071899414,96.7258071899414,117.41576385498047,95.56598663330078,112.37191009521484,94.70558166503906,105.12995910644531,80.34564662726798,121.5525761462829,86.497973029818,122.57425464130705
320061,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,63.28615951538086,74.06609344482422,1.0,127.80027770996094,127.80027770996094,153.0994415283203,126.26785278320312,146.52272033691406,107.04222869873047,105.12995910644531,,,,
320071,1,1,0,0,1,1,1,1,3,1011,original_2010,2.0,1,,,,1.0,,,,,,84.40562438964844,94.6125717163086,110.06542165013192,134.9829619884605,,
320081,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.82069778442383,66.5317153930664,1.0,91.55021667480469,91.55021667480469,103.55735778808594,90.45245361328125,99.10882568359375,78.29845428466797,87.49226379394531,74.43379263148611,109.5317344808579,85.81789480572021,110.89553667869292
320101,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,60.9669303894043,65.50653076171875,,,,,,,,,,,,
320121,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,69.9302749633789,79.1720962524414,,,,,,,,,84.89424761037169,,101.51330218494728,
320131,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,59.82069778442383,66.5317153930664,1.0,96.7258071899414,96.7258071899414,117.41576385498047,95.56598663330078,112.37191009521484,89.12317657470703,101.91270446777344,,,,
320151,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.82069778442383,66.5317153930664,1.0,45.775108337402344,91.55021667480469,109.65899658203125,90.45245361328125,104.94835662841797,84.40562438964844,94.6125717163086,82.67582693337103,127.79442019066963,91.06019636861389,140.08506446873693
320161,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,59.82069778442383,66.5317153930664,,,,,,,,,,,,
320191,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,60.9669303894043,65.50653076171875,1.0,94.27616119384766,94.27616119384766,109.65899658203125,93.14571380615234,104.94835662841797,84.40562438964844,94.6125717163086,,,,
320221,1,1,1,0,1,1,1,1,4,1111,original_2010,2.0,1,1.0,60.9669303894043,,1.0,104.00838470458984,104.00838470458984,,102.76124572753906,,94.70558166503906,117.80911254882812,74.69770158707486,109.59125237015309,78.56187469680351,110.57627909060983
320231,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,60.9669303894043,65.50653076171875,,,,,,,,,109.89666856842348,,115.45121763775546,
320241,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,60.9669303894043,65.50653076171875,1.0,96.7258071899414,96.7258071899414,117.41576385498047,95.56598663330078,112.37191009521484,89.12317657470703,101.91270446777344,70.5152517491336,100.81147880566813,80.53227865665288,113.5179029364914
320261,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,59.82069778442383,65.50653076171875,1.0,94.27616119384766,94.27616119384766,117.41576385498047,93.14571380615234,112.37191009521484,84.40562438964844,101.91270446777344,65.31825379672405,96.80792780133166,72.69236889759948,99.93936040939292
320271,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.656211853027344,68.27064514160156,1.0,104.00838470458984,104.00838470458984,126.40889739990234,102.76124572753906,120.97872924804688,107.04222869873047,117.80911254882812,114.86811865878396,143.41916122644975,122.0780109803052,157.30543411804427
320291,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,62.656211853027344,72.15025329589844,,,,,,,,,,,,
320321,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,59.82069778442383,68.27064514160156,,,,,,,,,,,,
320331,1,1,0,0,0,0,0,0,1,1000,original_2010,2.0,1,,,,,,,,,,,,,,,
320341,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,59.82069778442383,66.5317153930664,,,,,,,,,,,,
320371,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.433929443359375,66.25959777832031,1.0,91.55021667480469,91.55021667480469,103.55735778808594,90.45245361328125,99.10882568359375,84.40562438964844,94.6125717163086,71.21232535732548,107.0688642246762,77.40461190690203,112.78968900009215
320391,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.656211853027344,72.15025329589844,1.0,96.7258071899414,96.7258071899414,121.31965637207031,95.56598663330078,116.10810089111328,89.12317657470703,101.91270446777344,74.43379263148611,109.5317344808579,86.125960641514,114.87758451173352
320421,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,63.28615951538086,74.06609344482422,1.0,127.80027770996094,127.80027770996094,153.0994415283203,126.26785278320312,146.52272033691406,94.70558166503906,117.80911254882812,86.56411282611747,141.23917333250697,104.56427730607139,156.69449299088936
320451,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,63.28615951538086,74.06609344482422,1.0,104.00838470458984,104.00838470458984,126.40889739990234,102.76124572753906,120.97872924804688,89.12317657470703,101.91270446777344,,,,
320461,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.433929443359375,66.25959777832031,1.0,91.55021667480469,91.55021667480469,109.65899658203125,90.45245361328125,104.94835662841797,84.40562438964844,94.6125717163086,80.34564662726798,112.61379015176104,84.88197033725078,120.85855576656677
320471,1,1,0,0,0,0,0,0,1,1000,original_2010,1.0,1,,,,,,,,,,,,,,,
320481,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,63.28615951538086,74.06609344482422,,,,,,,,,,,,
320501,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,60.56962585449219,68.27064514160156,1.0,52.00419235229492,104.00838470458984,121.31965637207031,102.76124572753906,116.10810089111328,94.70558166503906,105.12995910644531,,,,
320511,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,60.9669303894043,68.27064514160156,,,,,,,,,87.61948871915526,,97.48855899240884,
320531,1,1,0,0,0,0,0,0,1,1000,original_2010,2.0,1,,,,,,,,,,,,,,,
320541,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,57.433929443359375,66.25959777832031,,,,,,,,,,,,
320591,1,1,1,0,1,1,1,1,4,1111,original_2010,1.0,1,1.0,60.9669303894043,,1.0,96.7258071899414,96.7258071899414,,95.56598663330078,,89.12317657470703,101.91270446777344,83.9802824846462,114.42715401352247,102.49208761774368,118.35254041925045
320601,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.433929443359375,66.25959777832031,1.0,45.775108337402344,91.55021667480469,109.65899658203125,90.45245361328125,104.94835662841797,84.40562438964844,94.6125717163086,114.86811865878396,143.41916122644975,122.0780109803052,156.69449299088936
320621,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,60.56962585449219,68.27064514160156,1.0,94.27616119384766,94.27616119384766,117.41576385498047,93.14571380615234,112.37191009521484,84.40562438964844,94.6125717163086,95.99760270033013,117.91870828509923,115.45121763775546,141.44176039273555
320651,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,60.96973419189453,69.6533432006836,1.0,91.31083679199219,91.31083679199219,113.92111206054688,90.30137634277344,110.65890502929688,80.70390319824219,90.18754577636719,66.15592470200431,93.76048400911883,74.85520281699065,96.8867210755591
320711,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.65909194946289,73.61152648925781,1.0,100.73694610595703,100.73694610595703,118.69999694824219,99.62327575683594,115.30094146728516,90.5521469116211,112.29918670654297,115.29026733334472,143.96954047281417,124.35487959447644,150.62762548777155
320751,1,1,1,0,1,1,1,1,4,1111,original_2010,1.0,1,1.0,60.96973419189453,,1.0,44.3353157043457,88.6706314086914,,87.69036102294922,,80.70390319824219,90.18754577636719,68.98697490586284,92.96169219732074,77.95372282838116,102.37263476364691
320761,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,62.65909194946289,69.6533432006836,1.0,93.68342590332031,93.68342590332031,110.25529479980469,92.64773559570312,107.09806060791016,85.21456146240234,90.18754577636719,78.24052652300387,112.04458010098953,85.86159226090827,122.75183535207056
320771,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.823448181152344,67.87919616699219,1.0,93.68342590332031,93.68342590332031,110.25529479980469,92.64773559570312,107.09806060791016,85.21456146240234,97.14625549316406,68.98697490586284,99.52819365511778,77.95372282838116,97.81193232088022
320781,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,62.65909194946289,66.83324432373047,1.0,50.368473052978516,100.73694610595703,113.92111206054688,99.62327575683594,110.65890502929688,90.5521469116211,100.2130355834961,95.05894782754866,138.29832618210085,116.50695400632154,143.85554033515146
320801,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,69.9334945678711,75.56616973876953,,,,,,,,,,,,
320821,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,59.823448181152344,66.83324432373047,,,,,,,,,72.77438543783899,,84.24805378979569,
320851,1,1,1,0,1,1,1,1,4,1111,original_2010,2.0,1,1.0,62.65909194946289,,1.0,25.184236526489258,100.73694610595703,,99.62327575683594,,102.3477554321289,100.2130355834961,79.47443643182271,110.20908770046464,85.28104386297387,118.23516944311632
320861,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,57.43656921386719,67.6015625,,,,,,,,,,,,
320871,1,0,0,0,0,0,1,1,2,1001,original_2010,2.0,1,,,,,,,,,,,,100.27959101404764,,,
320881,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,60.572410583496094,69.6533432006836,,,,,,,,,,,,
320891,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,69.9334945678711,75.56616973876953,1.0,123.7804946899414,123.7804946899414,143.76284790039062,122.41207885742188,139.64610290527344,102.3477554321289,100.2130355834961,79.47443643182271,115.1697316024736,99.3662957039115,125.25812007608113
320901,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,59.823448181152344,67.87919616699219,1.0,91.31083679199219,91.31083679199219,110.25529479980469,90.30137634277344,107.09806060791016,80.70390319824219,90.18754577636719,,,,
320911,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,60.572410583496094,66.83324432373047,,,,,,,,,81.39680848749506,,87.41847847880213,
320921,1,1,0,0,0,0,0,0,1,1000,original_2010,2.0,1,,,,,,,,,,,,,,,
320931,1,1,0,0,0,0,0,0,1,1000,original_2010,1.0,1,,,,,,,,,,,,,,,
320941,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,60.96973419189453,69.6533432006836,,,,,,,,,,,,
321001,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,60.572410583496094,66.83324432373047,,,,,,,,,,,,
321031,1,0,0,0,0,0,1,1,2,1001,original_2010,1.0,1,,,,,,,,,,,,85.20624013297068,,,
321041,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,59.823448181152344,66.83324432373047,,,,,,,,,,,,
321051,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,60.96973419189453,67.87919616699219,,,,,,,,,68.98697490586284,,77.95372282838116,
321071,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,60.96973419189453,67.87919616699219,1.0,91.31083679199219,91.31083679199219,102.97157287597656,90.30137634277344,100.02291107177734,80.70390319824219,90.18754577636719,108.70502842211361,138.29832618210085,116.50695400632154,154.77785726471836
321081,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,60.572410583496094,66.83324432373047,,,,,,,,,74.70734222269385,,83.00703022526362,
321111,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,57.43656921386719,67.6015625,,,,,,,,,66.15592470200431,,74.85520281699065,
321121,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,63.28907012939453,73.61152648925781,1.0,50.368473052978516,100.73694610595703,118.69999694824219,99.62327575683594,115.30094146728516,90.5521469116211,100.2130355834961,69.3853671969599,100.90042440636873,78.93123422272053,106.83986180813483
321131,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,57.43656921386719,67.6015625,,,,,,,,,120.2268346508257,,131.99326745524198,
321141,1,1,0,0,1,1,0,0,2,1010,original_2010,1.0,1,,,,1.0,,,,,,85.21456146240234,97.14625549316406,,,,
321161,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,60.96973419189453,69.6533432006836,,,,,,,,,70.2774124283286,,79.89746030800798,
321171,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,62.65909194946289,73.61152648925781,1.0,33.578983306884766,100.73694610595703,118.69999694824219,99.62327575683594,115.30094146728516,85.21456146240234,100.2130355834961,77.95252583676512,115.1697316024736,87.2381263387348,119.9136269249357
321191,1,1,1,0,0,0,1,1,3,1101,original_2010,2.0,1,1.0,59.823448181152344,,,,,,,,,,71.2988723576234,,82.19558341944116,
321201,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,69.9334945678711,75.56616973876953,1.0,123.7804946899414,123.7804946899414,143.76284790039062,122.41207885742188,139.64610290527344,102.3477554321289,100.2130355834961,69.3853671969599,115.40072708151173,83.25312707395878,119.41775347843341
321211,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,60.96973419189453,66.83324432373047,,,,,,,,,77.95252583676512,,90.36742908545662,
321231,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,59.823448181152344,66.83324432373047,1.0,93.68342590332031,93.68342590332031,113.92111206054688,92.64773559570312,110.65890502929688,85.21456146240234,97.14625549316406,,,,
321241,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,60.96973419189453,67.87919616699219,1.0,91.31083679199219,91.31083679199219,102.97157287597656,90.30137634277344,100.02291107177734,80.70390319824219,90.18754577636719,69.3853671969599,99.19729333133769,77.76853054896681,107.61682977294926
321261,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,69.9334945678711,75.56616973876953,1.0,123.7804946899414,123.7804946899414,143.76284790039062,122.41207885742188,139.64610290527344,102.3477554321289,100.2130355834961,77.95252583676512,129.06206316510574,90.36742908545662,132.5888784929955
321271,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,60.96973419189453,66.83324432373047,1.0,91.31083679199219,91.31083679199219,113.92111206054688,90.30137634277344,110.65890502929688,80.70390319824219,90.18754577636719,68.98697490586284,91.77646208752057,77.95372282838116,98.80622465924633
321311,1,1,1,0,1,1,0,0,3,1110,original_2010,1.0,1,1.0,60.96973419189453,,1.0,91.31083679199219,91.31083679199219,,90.30137634277344,,80.70390319824219,90.18754577636719,,,,
321321,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.39217758178711,74.92279815673828,1.0,95.18743133544922,95.18743133544922,121.30989837646484,95.26961517333984,118.91555786132812,87.71292877197266,102.92646026611328,86.1397629890204,116.94482625061335,94.06447506599477,120.05265265763754
321361,1,1,1,0,1,1,0,0,3,1110,original_2010,2.0,1,1.0,62.39217758178711,,1.0,92.77674865722656,92.77674865722656,,92.85685729980469,,83.07001495361328,92.62950897216797,,,,
321371,1,1,1,1,1,0,1,1,4,1111,original_2010,1.0,1,1.0,62.39217758178711,74.92279815673828,1.0,51.177093505859375,102.35418701171875,,102.44256591796875,,93.20700073242188,,82.08006421556354,120.37417383374742,92.94098754415657,124.54255998356874
321401,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,64.54154205322266,76.9122543334961,,,,,,,,,75.95984769566581,,86.15039970092664,
321441,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,62.39217758178711,68.02377319335938,,,,,,,,,72.54190306207873,,81.70156853472048,
321451,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,64.54154205322266,74.92279815673828,1.0,51.177093505859375,102.35418701171875,121.30989837646484,102.44256591796875,118.91555786132812,93.20700073242188,115.3398666381836,90.7751624364276,119.20327491864136,94.85306936217994,131.29237432637504
321491,1,0,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,64.54154205322266,,1.0,51.177093505859375,102.35418701171875,,102.44256591796875,108.9240951538086,93.20700073242188,,103.95411576622391,142.88135676420399,118.29169066912296,169.46491315915588
321501,1,1,0,0,0,0,0,0,1,1000,original_2010,2.0,1,,,,,,,,,,,,,,,
321511,1,1,0,0,0,0,0,0,1,1000,original_2010,1.0,1,,,,,,,,,,,,,,,
321521,1,1,1,1,1,0,0,0,3,1110,original_2010,1.0,1,1.0,62.39217758178711,70.89410400390625,1.0,102.35418701171875,102.35418701171875,,102.44256591796875,,87.71292877197266,,,,,
321531,1,1,1,0,0,0,0,0,2,1100,original_2010,2.0,1,1.0,62.39217758178711,,,,,,,,,,,,,
321541,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,62.80143356323242,69.08834838867188,1.0,47.59371566772461,95.18743133544922,112.67951965332031,95.26961517333984,110.45552062988281,93.20700073242188,99.77664184570312,85.33877140470867,137.09165657300565,91.96923140858527,153.53713979401726
321551,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,62.39217758178711,70.89410400390625,,,,,,,,,,,,
321561,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,64.54154205322266,76.9122543334961,,,,,,,,,84.01959017606482,,91.0758908716278,
321601,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,62.39217758178711,70.89410400390625,,,,,,,,,,,,
321611,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.39217758178711,70.89410400390625,1.0,102.35418701171875,102.35418701171875,116.42594146728516,102.44256591796875,114.12799835205078,93.20700073242188,102.92646026611328,74.37244484822627,108.07118357854804,84.7729935777657,112.26265937830775
321621,1,1,1,1,1,0,1,1,4,1111,original_2010,1.0,1,1.0,64.54154205322266,74.92279815673828,1.0,125.7676773071289,125.7676773071289,,125.87627410888672,,105.34844207763672,,73.00681412629918,95.93847087799018,80.55620639446396,98.39769198911542
321631,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,62.39217758178711,70.89410400390625,1.0,102.35418701171875,102.35418701171875,121.30989837646484,102.44256591796875,118.91555786132812,93.20700073242188,102.92646026611328,,,,
321641,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,72.03449249267578,82.21446990966797,1.0,125.7676773071289,125.7676773071289,146.92381286621094,125.87627410888672,144.02392578125,105.34844207763672,102.92646026611328,82.08006421556354,118.40222765757221,92.94098754415657,126.31055670226023
321651,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,64.54154205322266,74.92279815673828,,,,,,,,,,,,
321681,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.39217758178711,70.89410400390625,1.0,95.18743133544922,95.18743133544922,112.67951965332031,95.26961517333984,110.45552062988281,87.71292877197266,99.77664184570312,73.00681412629918,96.04989979114498,80.55620639446396,99.39793877840006
321701,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.39217758178711,70.89410400390625,1.0,34.11806106567383,102.35418701171875,121.30989837646484,102.44256591796875,118.91555786132812,105.34844207763672,115.3398666381836,122.19552910291708,150.87295662813338,135.96658473986915,165.19870162916297
321711,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,62.39217758178711,70.89410400390625,,,,,,,,,80.88882742721786,,91.0758908716278,
321721,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,62.80143356323242,70.89410400390625,1.0,95.18743133544922,95.18743133544922,116.42594146728516,95.26961517333984,114.12799835205078,87.71292877197266,99.77664184570312,,,,
321731,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,62.80143356323242,74.92279815673828,1.0,46.38837432861328,92.77674865722656,121.30989837646484,92.85685729980469,118.91555786132812,83.07001495361328,99.77664184570312,75.11933395695206,99.85692193996661,83.88871620796347,115.53287724226654
321751,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,65.1904525756836,76.9122543334961,1.0,102.35418701171875,102.35418701171875,121.30989837646484,102.44256591796875,118.91555786132812,93.20700073242188,102.92646026611328,87.49223278965644,123.97982276099454,99.67472717201993,126.31055670226023
321771,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.80143356323242,68.02377319335938,1.0,46.38837432861328,92.77674865722656,112.67951965332031,92.85685729980469,110.45552062988281,83.07001495361328,92.62950897216797,73.00681412629918,94.71528784759286,80.55620639446396,98.39769198911542
321801,1,0,1,0,0,0,0,0,2,1100,original_2010,2.0,1,1.0,65.1904525756836,,,,,,,,,,,,,
321811,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,64.54154205322266,74.92279815673828,1.0,51.177093505859375,102.35418701171875,121.30989837646484,102.44256591796875,118.91555786132812,93.20700073242188,102.92646026611328,73.44072217432576,100.73685364322314,84.72291704077824,108.78623186116603
321821,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,72.03449249267578,82.21446990966797,1.0,125.7676773071289,125.7676773071289,146.92381286621094,125.87627410888672,144.02392578125,105.34844207763672,115.3398666381836,,,,
321831,1,1,1,0,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.39217758178711,,1.0,51.177093505859375,102.35418701171875,,102.44256591796875,,93.20700073242188,102.92646026611328,87.81547854485808,125.54971843306436,99.67472717201993,129.15449936083488
321841,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,61.62071228027344,69.08834838867188,1.0,95.18743133544922,95.18743133544922,116.42594146728516,95.26961517333984,114.12799835205078,93.20700073242188,102.92646026611328,100.22664427903125,140.30684113115578,102.80753456877365,155.02853551176514
321881,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,64.54154205322266,74.92279815673828,1.0,95.18743133544922,95.18743133544922,121.30989837646484,95.26961517333984,118.91555786132812,87.71292877197266,102.92646026611328,103.95411576622391,146.11265125102528,102.80753456877365,137.14401282134094
321891,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,65.1904525756836,76.9122543334961,1.0,125.7676773071289,125.7676773071289,146.92381286621094,125.87627410888672,144.02392578125,105.34844207763672,115.3398666381836,75.87047224993695,108.40154174743392,83.29773555457176,111.95063566409937
321911,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,64.54154205322266,74.92279815673828,1.0,51.177093505859375,102.35418701171875,116.42594146728516,102.44256591796875,114.12799835205078,93.20700073242188,99.77664184570312,109.84838756356018,149.58488216034294,126.60299393104972,169.46491315915588
321941,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,65.1904525756836,76.9122543334961,,,,,,,,,,,,
321961,1,1,0,0,0,0,0,0,1,1000,original_2010,1.0,1,,,,,,,,,,,,,,,
322001,1,1,1,0,0,0,0,0,2,1100,original_2010,1.0,1,1.0,61.9107551574707,,,,,,,,,,,,,
322011,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,63.62618637084961,70.22297668457031,,,,,,,,,,,,
322021,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,58.32305908203125,68.1544189453125,1.0,97.34060668945312,97.34060668945312,118.10045623779297,95.99889373779297,122.23252868652344,91.46653747558594,100.3344497680664,,,,
322031,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,64.26588439941406,81.4361801147461,,,,,,,,,108.94715853244837,,126.38377933088978,
322061,1,1,0,0,0,0,1,1,2,1001,original_2010,2.0,1,,,,,,,,,,,,100.41009816648514,,,
322071,1,1,1,0,1,1,1,1,4,1111,original_2010,2.0,1,1.0,60.74677658081055,,1.0,97.34060668945312,97.34060668945312,,95.99889373779297,,86.0750503540039,100.3344497680664,108.94715853244837,141.93967616973197,125.98232004808023,164.79087605819493
322081,1,0,1,0,1,1,1,1,4,1111,original_2010,2.0,1,1.0,60.74677658081055,,1.0,92.13211822509766,92.13211822509766,,90.86219787597656,,81.51884460449219,,66.77795053344254,100.16020644630004,77.40184230462263,109.57485933354923
322091,1,1,0,0,0,0,1,1,2,1001,original_2010,1.0,1,,,,,,,,,,,,95.5515310457351,,,
322101,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,61.507301330566406,70.22297668457031,,,,,,,,,78.44086023125345,,90.85221992549465,
322121,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,61.507301330566406,74.21353149414062,1.0,104.66947937011719,104.66947937011719,123.05465698242188,103.22674560546875,127.36006927490234,91.46653747558594,112.43524169921875,70.48880914507933,110.02045123733186,78.5499091172014,119.75627901103205
322141,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,63.62618637084961,74.21353149414062,,,,,,,,,86.95937215139499,,100.4662059870957,
322151,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,61.507301330566406,70.22297668457031,1.0,104.66947937011719,104.66947937011719,123.05465698242188,103.22674560546875,127.36006927490234,91.46653747558594,100.3344497680664,66.2016240730284,89.90358779851172,75.52773744762547,100.58348653236318
322181,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,58.32305908203125,68.43431854248047,1.0,92.13211822509766,92.13211822509766,114.3001480102539,90.86219787597656,118.29926300048828,81.51884460449219,90.29680633544922,79.97230485078204,111.49993631396745,88.81405960543267,125.56584101585914
