folio,en_2010,en_eval_2010,en_2012,en_eval_2012,en_2017,en_eval_2017,en_2024,en_eval_2024,n_rondas,patron_participacion,muestra_origen,sexo,sexo_consistente,muestra_2012,fexp_encP_2012,fexp_testP_2012,espanel_2017,fexp_hogP_2017,fexp_encP_2017,fexp_evaP_2017,fexp_encP_1217_2017,fexp_evaP_1217_2017,fexp_encP_1017_2017,fexp_evaP_1017_2017,f_exp_1024,f_exp_101224,f_exp_101724,f_exp_10121724
184221,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,59.828163146972656,63.31596755981445,1.0,38.49260330200195,76.9852066040039,83.1655502319336,76.60265350341797,81.28797912597656,68.79630279541016,75.41307830810547,66.90015071350619,84.99440921818022,74.85571481870939,89.90058950768302
184261,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.896156311035156,63.31596755981445,1.0,76.51036071777344,76.51036071777344,83.1655502319336,76.13016510009766,81.28797912597656,68.79630279541016,75.41307830810547,73.99960781643618,92.82799949077547,77.07772315704878,97.23017289646326
184271,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,57.896156311035156,63.31596755981445,,,,,,,,,74.34134151688711,,72.58904454864673,
184281,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,57.896156311035156,63.31596755981445,1.0,71.70742797851562,71.70742797851562,83.1655502319336,71.3510971069336,81.28797912597656,67.99250793457031,72.44559478759766,,,,
184301,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.896156311035156,60.666526794433594,1.0,71.70742797851562,71.70742797851562,83.1655502319336,71.3510971069336,81.28797912597656,67.99250793457031,75.41307830810547,89.51716627592418,114.37046566543748,100.12314108142067,129.02689906424644
184311,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,56.91074752807617,63.31596755981445,1.0,71.70742797851562,71.70742797851562,79.16625213623047,71.3510971069336,77.37896728515625,68.79630279541016,75.41307830810547,92.6212652239932,119.51762037711428,94.72121456305464,124.04942443445304
184361,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.896156311035156,63.31596755981445,1.0,71.70742797851562,71.70742797851562,83.1655502319336,71.3510971069336,81.28797912597656,67.99250793457031,75.41307830810547,79.86052913679539,107.66376036687328,83.84394355309446,120.71582463860659
184371,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,56.91074752807617,63.31596755981445,1.0,71.16920471191406,71.16920471191406,79.16625213623047,70.81554412841797,77.37896728515625,65.91509246826172,75.41307830810547,,,,
184421,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,56.91074752807617,63.31596755981445,1.0,71.70742797851562,71.70742797851562,79.16625213623047,71.3510971069336,77.37896728515625,68.79630279541016,75.41307830810547,86.86146164835372,106.3621972619106,87.07719656062248,105.58840390313682
184461,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,56.91074752807617,63.31596755981445,1.0,71.70742797851562,71.70742797851562,83.1655502319336,71.3510971069336,81.28797912597656,67.99250793457031,75.41307830810547,79.1358923440969,101.60024074193231,81.30665616378253,108.43742646480716
184471,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,63.466609954833984,58.1769905090332,1.0,88.35922241210938,88.35922241210938,104.48663330078125,87.9201431274414,102.12771606445312,74.2258529663086,83.7236099243164,77.44745169341974,99.01117340032407,86.96629347882354,105.00819133321679
184481,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,62.27337646484375,57.93903732299805,1.0,83.06839752197266,83.06839752197266,93.92481231689453,82.65560913085938,91.80433654785156,74.2258529663086,80.60955810546875,,,,
184491,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.896156311035156,60.666526794433594,1.0,71.16920471191406,71.16920471191406,79.16625213623047,70.81554412841797,77.37896728515625,65.91509246826172,72.44559478759766,94.25824033647915,126.43983224700231,104.27878409968079,136.48103737741275
184501,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,59.828163146972656,60.666526794433594,1.0,71.70742797851562,71.70742797851562,83.1655502319336,71.3510971069336,81.28797912597656,65.91509246826172,72.44559478759766,74.21469854931732,94.89665002216753,75.93963097452001,106.05148483171408
184521,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,59.828163146972656,60.666526794433594,1.0,38.49260330200195,76.9852066040039,83.1655502319336,76.60265350341797,81.28797912597656,68.79630279541016,76.61978149414062,,,,
184541,1,1,0,0,1,1,1,1,3,1011,original_2010,1.0,1,,,,1.0,,,,,,65.23372650146484,69.96051788330078,95.45307023854134,127.87994519609762,,
184561,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,56.91074752807617,63.31596755981445,,,,,,,,,,,,
184571,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,56.91074752807617,63.31596755981445,1.0,71.70742797851562,71.70742797851562,79.16625213623047,71.3510971069336,77.37896728515625,67.99250793457031,72.44559478759766,,,,
184581,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.896156311035156,63.31596755981445,1.0,71.16920471191406,71.16920471191406,79.16625213623047,70.81554412841797,77.37896728515625,65.91509246826172,72.44559478759766,68.85322577056806,82.35368208396302,72.57202805205907,88.1494756837947
184591,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,62.27337646484375,60.605018615722656,1.0,88.35922241210938,88.35922241210938,93.92481231689453,87.9201431274414,91.80433654785156,74.2258529663086,80.60955810546875,68.37398799385363,86.7563038108069,76.05238256627177,106.05148483171408
184601,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.896156311035156,60.666526794433594,1.0,71.70742797851562,71.70742797851562,83.1655502319336,71.3510971069336,81.28797912597656,65.91509246826172,72.44559478759766,78.02917412703295,104.14189671015058,83.23285951329666,110.378720268557
184611,1,1,1,0,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.828163146972656,,1.0,83.06839752197266,83.06839752197266,,82.65560913085938,,74.2258529663086,83.7236099243164,74.0379883862078,106.69828364827116,81.42687758301338,114.76079465288466
184621,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.896156311035156,60.666526794433594,1.0,76.51036071777344,76.51036071777344,83.1655502319336,76.13016510009766,81.28797912597656,67.99250793457031,75.41307830810547,71.28464155697755,82.878546400903,74.44700076448157,91.09303348401593
184641,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.896156311035156,63.31596755981445,1.0,71.70742797851562,71.70742797851562,79.16625213623047,71.3510971069336,77.37896728515625,65.91509246826172,72.44559478759766,73.41889906758362,94.16291549821028,76.89050214876521,97.63145721987874
184651,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,56.91074752807617,63.31596755981445,1.0,71.16920471191406,71.16920471191406,79.16625213623047,70.81554412841797,77.37896728515625,65.91509246826172,72.44559478759766,74.71758957127287,91.18754906617222,74.97087521041234,98.14472744798786
184691,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.896156311035156,63.31596755981445,1.0,71.70742797851562,71.70742797851562,83.1655502319336,71.3510971069336,81.28797912597656,67.99250793457031,75.41307830810547,65.19270992060552,81.59293922128485,70.68542564766152,89.08721898862466
184711,1,1,0,0,0,0,1,1,2,1001,original_2010,2.0,1,,,,,,,,,,,,69.9225147470274,,,
184721,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.896156311035156,60.666526794433594,1.0,35.85371398925781,71.70742797851562,79.16625213623047,71.3510971069336,77.37896728515625,67.99250793457031,72.44559478759766,78.90653889506035,100.30369222808808,84.87419503287408,105.86724738597755
184741,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.896156311035156,63.31596755981445,1.0,35.85371398925781,71.70742797851562,79.16625213623047,71.3510971069336,77.37896728515625,67.99250793457031,72.44559478759766,76.01154259613176,100.22525063042153,80.98228481757569,101.03502158398324
184751,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,59.828163146972656,60.666526794433594,1.0,38.49260330200195,76.9852066040039,83.1655502319336,76.60265350341797,81.28797912597656,68.79630279541016,76.61978149414062,,,,
184771,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,57.896156311035156,60.666526794433594,,,,,,,,,71.16448803538745,,75.86075748675589,
184781,1,1,1,0,1,1,1,1,4,1111,original_2010,2.0,1,1.0,57.896156311035156,,1.0,71.16920471191406,71.16920471191406,,70.81554412841797,,65.23372650146484,69.96051788330078,89.02476978625691,104.00948316048594,104.35524944069363,121.84593371661929
184801,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,57.896156311035156,60.666526794433594,,,,,,,,,78.90653889506035,,83.84394355309446,
184811,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,56.91074752807617,63.31596755981445,,,,,,,,,,,,
184821,1,1,0,0,1,1,1,1,3,1011,original_2010,2.0,1,,,,1.0,,,,,,68.79630279541016,76.61978149414062,93.47419437767641,123.5796760310292,,
184831,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,59.78874969482422,60.605018615722656,1.0,76.51036071777344,76.51036071777344,87.3497085571289,76.13016510009766,85.37767791748047,67.99250793457031,75.41307830810547,66.73967851307167,98.87222290103911,79.05013130996879,117.04159623855644
184851,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,56.28010177612305,59.542213439941406,1.0,81.08251953125,81.08251953125,87.32831573486328,79.93535614013672,82.67955780029297,74.48550415039062,81.61018371582031,61.998518841964724,82.9332931480044,70.15207665732534,86.04868807728116
184861,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,54.46267318725586,62.14255142211914,1.0,74.68126678466797,74.68126678466797,83.14517974853516,73.62466430664062,78.71910095214844,68.23035430908203,76.34919738769531,79.82531373545409,92.34544823140806,83.25462269894956,96.92087656172787
184901,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,58.58030319213867,56.86526870727539,,,,,,,,,70.92186093423315,,96.09505114224751,
184911,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,59.70277404785156,56.86526870727539,1.0,81.08251953125,81.08251953125,93.90180969238281,80.3979263305664,97.87470245361328,74.48550415039062,81.61018371582031,73.06347173633958,100.24285872299477,88.3942138806303,110.8321920656021
184921,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,56.28010177612305,59.542213439941406,1.0,74.68126678466797,74.68126678466797,83.14517974853516,73.62466430664062,78.71910095214844,69.03695678710938,76.34919738769531,66.36030254210876,80.4073754382313,70.80686789934461,85.45992505563551
184931,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,56.24302673339844,59.481842041015625,1.0,81.08251953125,81.08251953125,93.90180969238281,79.93535614013672,88.90312194824219,71.3746109008789,81.61018371582031,73.03526948285501,89.67183710127334,88.9355414588422,103.13022667936757
184951,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,54.46267318725586,59.542213439941406,1.0,69.99314880371094,69.99314880371094,83.14517974853516,69.00287628173828,78.71910095214844,68.23035430908203,76.34919738769531,70.08071089648875,86.20046631044558,77.81278130527298,96.40606316351216
184971,1,1,0,0,0,0,0,0,1,1000,original_2010,2.0,1,,,,,,,,,,,,,,,
185001,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,53.535701751708984,62.14255142211914,1.0,75.14476013183594,75.14476013183594,83.14517974853516,74.08160400390625,78.71910095214844,74.48550415039062,81.61018371582031,67.39573437302585,86.8509761681192,71.7431646734434,97.64428452634823
185021,1,0,0,0,1,1,1,1,3,1011,original_2010,2.0,1,,,,1.0,,,,,,66.14566802978516,,84.77648510810826,108.47269676017524,,
185031,1,0,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,56.28010177612305,,1.0,74.68126678466797,74.68126678466797,,73.62466430664062,73.38382720947266,69.03695678710938,,,,,
185051,1,1,0,0,1,1,1,1,3,1011,original_2010,1.0,1,,,,1.0,,,,,,66.14566802978516,73.34487915039062,62.42396622784464,82.9332931480044,,
185071,1,1,0,0,1,0,1,1,3,1011,original_2010,2.0,1,,,,1.0,,,,,,74.48550415039062,,70.28441077966852,86.8509761681192,,
185091,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,59.31370544433594,57.098812103271484,1.0,43.12342834472656,86.24685668945312,98.64862823486328,85.02662658691406,93.39725494384766,74.48550415039062,84.76289367675781,,,,
185111,1,1,1,1,1,0,1,1,4,1111,original_2010,2.0,1,1.0,54.46267318725586,59.542213439941406,1.0,37.57238006591797,75.14476013183594,,74.08160400390625,,71.3746109008789,,67.39573437302585,82.69446029597874,73.37679286137428,93.05052304100789
185121,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,54.46267318725586,62.14255142211914,1.0,74.68126678466797,74.68126678466797,83.14517974853516,73.62466430664062,78.71910095214844,68.23035430908203,76.34919738769531,62.42396622784464,81.73649251110345,70.15207665732534,86.04868807728116
185131,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,56.28010177612305,59.481842041015625,1.0,81.08251953125,81.08251953125,93.90180969238281,79.93535614013672,88.90312194824219,71.3746109008789,81.61018371582031,65.75671588322872,86.8509761681192,74.76473917482953,95.60307312916251
185141,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,56.28010177612305,59.542213439941406,,,,,,,,,67.5095247627079,,74.46646668104881,
185191,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,56.28010177612305,59.542213439941406,1.0,74.68126678466797,74.68126678466797,83.14517974853516,73.62466430664062,78.71910095214844,69.03695678710938,76.34919738769531,70.08071089648875,84.01957752708677,76.5813449883669,95.17634076867844
185201,1,1,0,0,0,0,1,1,2,1001,original_2010,2.0,1,,,,,,,,,,,,65.75671588322872,,,
185211,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,54.46267318725586,59.542213439941406,1.0,75.14476013183594,75.14476013183594,83.14517974853516,74.08160400390625,78.71910095214844,69.03695678710938,77.57088470458984,87.8030466084479,115.69989513047273,99.2347698267316,124.95815041731453
185221,1,1,1,0,0,0,0,0,2,1100,original_2010,1.0,1,1.0,56.24302673339844,,,,,,,,,,,,,
185241,1,0,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,54.46267318725586,,1.0,69.99314880371094,69.99314880371094,,69.00287628173828,71.01407623291016,66.14566802978516,,61.740211756768744,78.9159860096138,69.95447584977123,88.2708790821546
185261,1,0,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,59.31370544433594,,,,,,,,,,,,,
185281,1,1,1,1,1,0,1,1,4,1111,original_2010,1.0,1,1.0,53.535701751708984,62.14255142211914,1.0,69.99314880371094,69.99314880371094,,69.00287628173828,,68.23035430908203,,76.17101949636695,92.50220434894487,80.13966097735009,99.47973428050497
185291,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,54.46267318725586,59.542213439941406,1.0,81.08251953125,81.08251953125,83.14517974853516,79.93535614013672,78.71910095214844,74.48550415039062,81.61018371582031,62.42396622784464,82.83337032408758,70.15207665732534,90.18894193809159
185301,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,61.35702133178711,61.92074203491211,,,,,,,,,,,,
185331,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,54.46267318725586,62.14255142211914,,,,,,,,,,,,
185351,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,54.46267318725586,59.542213439941406,1.0,69.99314880371094,69.99314880371094,79.14685821533203,69.00287628173828,74.93362426757812,68.23035430908203,76.34919738769531,69.58709844843689,91.1529060325239,76.69327961158467,91.98057032572008
185371,1,1,0,0,0,0,0,0,1,1000,original_2010,1.0,1,,,,,,,,,,,,,,,
185391,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,56.24302673339844,59.481842041015625,1.0,37.57238006591797,75.14476013183594,87.32831573486328,74.08160400390625,82.67955780029297,71.3746109008789,77.57088470458984,70.08071089648875,88.48188524703899,83.00277511478541,96.33921602128565
185401,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,56.24302673339844,59.481842041015625,1.0,81.08251953125,81.08251953125,93.90180969238281,79.93535614013672,88.90312194824219,71.3746109008789,81.61018371582031,62.42396622784464,83.01942410103695,70.15207665732534,86.95131716662758
185411,1,1,1,0,0,0,0,0,2,1100,original_2010,1.0,1,1.0,59.31370544433594,,,,,,,,,,,,,
185421,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,53.535701751708984,62.14255142211914,1.0,69.99314880371094,69.99314880371094,79.14685821533203,69.00287628173828,74.93362426757812,69.03695678710938,77.57088470458984,,,,
185451,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,54.46267318725586,59.542213439941406,,,,,,,,,80.94417350701785,,77.81278130527298,
185461,1,1,0,0,1,1,1,1,3,1011,original_2010,2.0,1,,,,1.0,,,,,,68.23035430908203,76.34919738769531,64.75301460142273,78.49796492219411,,
185521,1,1,0,0,1,1,1,1,3,1011,original_2010,1.0,1,,,,1.0,,,,,,71.3746109008789,77.57088470458984,62.42396622784464,81.73649251110345,,
185541,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,53.535701751708984,62.14255142211914,1.0,69.99314880371094,69.99314880371094,83.14517974853516,69.00287628173828,78.71910095214844,68.23035430908203,76.34919738769531,70.28441077966852,86.28702939329764,74.76473917482953,93.19969922651316
185551,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,54.46267318725586,59.542213439941406,,,,,,,,,,,,
185581,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,59.104461669921875,65.7181167602539,,,,,,,,,71.57886376480147,,72.87325230744815,
185591,1,1,1,1,1,0,1,1,4,1111,original_2010,1.0,1,1.0,61.07678985595703,65.65148162841797,1.0,76.8543701171875,76.8543701171875,,78.73278045654297,,71.20610809326172,,62.35428353920474,81.50909571938108,67.86418013749605,88.7735434090807
185601,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,63.573036193847656,62.763511657714844,1.0,82.92723083496094,82.92723083496094,94.37351989746094,84.95407104492188,93.26818084716797,76.82583618164062,83.21382141113281,72.3665086342854,92.24485657379608,80.81812346358288,102.04125598961753
185611,1,1,0,0,1,1,1,1,3,1011,original_2010,1.0,1,,,,1.0,,,,,,73.61720275878906,83.21382141113281,65.2341170802812,86.04649638744274,,
185641,1,1,0,0,1,1,0,0,2,1010,original_2010,2.0,1,,,,1.0,,,,,,70.37415313720703,77.84945678710938,,,,
185681,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,59.104461669921875,65.7181167602539,1.0,76.38033294677734,76.38033294677734,87.76700592041016,78.24716186523438,86.73904418945312,71.20610809326172,79.09515380859375,,,,
185711,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,59.104461669921875,65.7181167602539,1.0,76.38033294677734,76.38033294677734,87.76700592041016,78.24716186523438,86.73904418945312,71.20610809326172,79.09515380859375,71.37141226844135,88.7351104496172,74.6512470758423,91.98281987521622
185721,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.104461669921875,68.58816528320312,1.0,71.04825592041016,71.04825592041016,79.5444564819336,72.78475952148438,78.61280059814453,70.37415313720703,74.78610229492188,86.48858340931244,115.78617877617053,99.7802630993598,122.99709423361969
185751,1,0,0,0,0,0,0,0,1,1000,original_2010,2.0,1,,,,,,,,,,,,,,,
185771,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.104461669921875,65.7181167602539,1.0,76.38033294677734,76.38033294677734,87.76700592041016,78.24716186523438,86.73904418945312,70.37415313720703,79.09515380859375,69.39225838726712,86.56231095146858,74.59936672409766,97.25951827027978
185781,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.104461669921875,65.7181167602539,1.0,38.42718505859375,76.8543701171875,83.56285858154297,78.73278045654297,82.58413696289062,71.20610809326172,79.09515380859375,69.50941969126151,86.04649638744274,73.21395097382515,91.73794057795821
185791,1,1,1,0,1,0,1,1,4,1111,original_2010,2.0,1,1.0,63.573036193847656,,1.0,82.92723083496094,82.92723083496094,,84.95407104492188,,76.82583618164062,,63.31212993962586,82.60655185927878,72.08568692127263,88.4666724760912
185801,1,0,0,0,0,0,1,1,2,1001,original_2010,1.0,1,,,,,,,,,,,,65.12603234438467,,,
185811,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,63.573036193847656,62.763511657714844,,,,,,,,,,,,
185821,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,63.573036193847656,62.763511657714844,1.0,82.92723083496094,82.92723083496094,94.37351989746094,84.95407104492188,93.26818084716797,76.82583618164062,83.21382141113281,71.57886376480147,85.94371669035087,77.82125914493595,94.06265767354985
185841,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.104461669921875,65.7181167602539,1.0,76.38033294677734,76.38033294677734,87.76700592041016,78.24716186523438,86.73904418945312,71.20610809326172,79.09515380859375,86.19527196967515,105.43099742064739,95.73650851709218,122.99709423361969
185851,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,59.104461669921875,68.58816528320312,1.0,71.58556365966797,71.58556365966797,79.5444564819336,73.33519744873047,78.61280059814453,70.37415313720703,77.84945678710938,,,,
185901,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,58.098487854003906,68.58816528320312,1.0,76.38033294677734,76.38033294677734,83.56285858154297,78.24716186523438,82.58413696289062,71.20610809326172,79.09515380859375,83.34205503057544,96.77003075677841,77.52603554832677,104.82086619861195
185911,1,1,0,0,0,0,1,1,2,1001,original_2010,1.0,1,,,,,,,,,,,,84.8101519934348,,,
185931,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,64.36894226074219,63.021278381347656,1.0,88.20906066894531,88.20906066894531,99.1441879272461,90.364990234375,97.98297119140625,76.82583618164062,83.21382141113281,70.24648742642985,93.4525486458334,86.2992586290064,106.8022925749109
185961,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,59.104461669921875,65.7181167602539,1.0,76.8543701171875,76.8543701171875,87.76700592041016,78.73278045654297,86.73904418945312,71.20610809326172,79.09515380859375,66.67125096829285,82.60292193952189,69.69668851981291,89.71792561138123
185981,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,59.104461669921875,65.7181167602539,1.0,76.38033294677734,76.38033294677734,87.76700592041016,78.24716186523438,86.73904418945312,71.20610809326172,79.09515380859375,,,,
185991,1,1,1,1,0,0,1,1,3,1101,original_2010,1.0,1,1.0,61.036556243896484,65.65148162841797,,,,,,,,,73.02915908482332,,80.81812346358288,
186001,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,61.07678985595703,65.65148162841797,1.0,76.38033294677734,76.38033294677734,83.56285858154297,78.24716186523438,82.58413696289062,71.20610809326172,77.84945678710938,72.48999777572577,91.6458858810779,80.81812346358288,97.1703181435256
186011,1,1,0,0,1,1,0,0,2,1010,original_2010,1.0,1,,,,1.0,,,,,,70.37415313720703,77.84945678710938,,,,
186031,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,62.989105224609375,62.323387145996094,1.0,94.21437072753906,94.21437072753906,108.03539276123047,92.4157943725586,103.5393295288086,81.86054992675781,95.4410171508789,78.12122669670892,98.29109274601751,88.77788031051728,111.46031114868664
186081,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,60.515785217285156,65.25727081298828,,,,,,,,,,,,
186091,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,62.989105224609375,65.19110107421875,1.0,94.21437072753906,94.21437072753906,100.47249603271484,92.4157943725586,96.29118347167969,81.86054992675781,90.7171630859375,73.13246927505953,96.67124885419929,93.89603125826487,108.44996383441611
186131,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,60.515785217285156,65.25727081298828,1.0,86.77638244628906,86.77638244628906,95.65972900390625,85.11980438232422,91.67870330810547,78.25436401367188,89.28843688964844,72.85280711173527,92.19676960574127,92.47941942885346,97.90236962508027
186141,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,58.56157302856445,68.1072006225586,1.0,86.77638244628906,86.77638244628906,95.65972900390625,85.11980438232422,91.67870330810547,78.25436401367188,89.28843688964844,68.02981818873067,87.27712080270781,74.72991116455833,96.61944071536044
186151,1,1,1,1,0,0,0,0,2,1100,original_2010,2.0,1,1.0,60.515785217285156,65.25727081298828,,,,,,,,,,,,
186161,1,1,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,60.515785217285156,65.19110107421875,,,,,,,,,,,,
186221,1,0,1,1,0,0,0,0,2,1100,original_2010,1.0,1,1.0,58.56157302856445,,,,,,,,,,,,,
186231,1,1,1,1,1,1,0,0,3,1110,original_2010,2.0,1,1.0,60.515785217285156,65.19110107421875,1.0,87.31494140625,87.31494140625,95.65972900390625,85.64807891845703,91.67870330810547,79.17947387695312,90.7171630859375,,,,
186251,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,58.56157302856445,68.1072006225586,1.0,43.38819122314453,86.77638244628906,95.65972900390625,85.11980438232422,91.67870330810547,79.17947387695312,90.7171630859375,85.0721152422416,109.14062714049166,96.99226254771462,125.4684616525772
186291,1,1,1,0,0,0,0,0,2,1100,original_2010,1.0,1,1.0,60.515785217285156,,,,,,,,,,,,,
186311,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,58.56157302856445,65.25727081298828,,,,,,,,,63.64938605781581,,68.76870752671239,
186351,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,58.56157302856445,65.25727081298828,1.0,80.71855926513672,80.71855926513672,91.05960845947266,79.17762756347656,87.27002716064453,75.0792007446289,82.83264923095703,85.12397024883253,98.43772381035774,95.48039636305302,111.71689384227531
186361,1,1,1,1,0,0,1,1,3,1101,original_2010,2.0,1,1.0,58.56157302856445,68.1072006225586,,,,,,,,,81.00210902705618,,88.34625427062497,
186381,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,57.56483840942383,68.1072006225586,1.0,40.66449737548828,81.32899475097656,91.05960845947266,79.77641296386719,87.27002716064453,81.86054992675781,90.7171630859375,79.4316345756058,101.6797601724396,90.4429855967955,107.096979201962
186391,1,1,1,1,1,1,1,1,4,1111,original_2010,1.0,1,1.0,60.515785217285156,65.25727081298828,1.0,86.77638244628906,86.77638244628906,95.65972900390625,85.11980438232422,91.67870330810547,78.25436401367188,89.28843688964844,65.16984477304763,84.00125300457664,74.96280935420668,91.92857827501082
186401,1,1,1,1,1,1,1,1,4,1111,original_2010,2.0,1,1.0,58.56157302856445,68.1072006225586,1.0,80.71855926513672,80.71855926513672,91.05960845947266,79.17762756347656,87.27002716064453,75.0792007446289,82.83264923095703,76.6215441975597,92.45394524119354,90.01770710760863,100.58281192927576
186411,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,58.56157302856445,65.25727081298828,1.0,86.77638244628906,86.77638244628906,95.65972900390625,85.11980438232422,91.67870330810547,78.25436401367188,89.28843688964844,,,,
186431,1,1,1,1,1,1,0,0,3,1110,original_2010,1.0,1,1.0,57.56483840942383,68.1072006225586,1.0,81.32899475097656,81.32899475097656,95.65972900390625,79.77641296386719,91.67870330810547,79.17947387695312,89.28843688964844,,,,
